Főváros / megye;Település;Szavazókör;Szavazókör címe;
BUDAPEST;Budapest XI.ker.;038;Zólyomi út 20-22. (Óvoda);
BUDAPEST;Budapest XI.ker.;039;Érdi út 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;040;Dayka Gábor utca 4/B. (Óvoda);
BUDAPEST;Budapest XI.ker.;041;Dayka Gábor utca 4/B. (Óvoda);
BUDAPEST;Budapest XI.ker.;042;Dayka Gábor utca 4/B. (Óvoda);
BUDAPEST;Budapest XI.ker.;043;Érdi út 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;044;Érdi út 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;045;Érdi út 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;046;Csiki-hegyek utca 13-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;047;Csiki-hegyek utca 13-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;048;Csiki-hegyek utca 13-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;049;Beregszász út 10. (Öveges József Szakiskola);
BUDAPEST;Budapest XI.ker.;050;Törökugrató utca 15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;051;Törökugrató utca 15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;052;Törökugrató utca 15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;053;Törökugrató utca 15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;054;Törökugrató utca 15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;055;Csiki-hegyek utca 13-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;056;Csiki-hegyek utca 13-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;057;Csiki-hegyek utca 13-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;058;Csiki-hegyek utca 13-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;059;Törökugrató utca 15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;060;Menyecske utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;061;Beregszász út 10. (Öveges József Szakiskola);
BUDAPEST;Budapest XI.ker.;062;Beregszász út 10. (Öveges József Szakiskola);
BUDAPEST;Budapest XI.ker.;063;Menyecske utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;064;Menyecske utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;065;Menyecske utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;066;Menyecske utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;067;Menyecske utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;068;Bartók Béla út 141. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;069;Keveháza utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;070;Bartók Béla út 141. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;071;Bartók Béla út 141. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;072;Mérnök utca 42. (Óvoda);
BUDAPEST;Budapest XI.ker.;073;Mérnök utca 42. (Óvoda);
BUDAPEST;Budapest XI.ker.;074;Mérnök utca 42. (Óvoda);
BUDAPEST;Budapest XI.ker.;075;Keveháza utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;076;Keveháza utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;077;Keveháza utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;078;Keveháza utca 2. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;079;Mérnök utca 42. (Óvoda);
BUDAPEST;Budapest XI.ker.;080;Mérnök utca 42. (Óvoda);
BUDAPEST;Budapest XI.ker.;081;Sopron út 50. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;082;Sopron út 50. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;083;Sopron út 50. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;084;Sopron út 50. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;085;Sopron út 50. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;086;Sopron út 50. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;087;Fogócska utca 4. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;088;Fogócska utca 4. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;089;Fehérvári út 182. (Kihelyezett Ügyfélszolg.);
BUDAPEST;Budapest XI.ker.;090;Kiskõrös utca 1. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;091;Gyékényes utca 45-47. (Albertfalvi Köz. Ház);
BUDAPEST;Budapest XI.ker.;092;Gyékényes utca 45-47. (Albertfalvi Köz. Ház);
BUDAPEST;Budapest XI.ker.;093;Bükköny utca 9. (Óvoda);
BUDAPEST;Budapest XI.ker.;094;Bükköny utca 9. (Óvoda);
BUDAPEST;Budapest XI.ker.;095;Bükköny utca 9. (Óvoda);
BUDAPEST;Budapest XI.ker.;096;Bükköny utca 9. (Óvoda);
BUDAPEST;Budapest XI.ker.;097;Kiskõrös utca 1. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;098;Kiskõrös utca 1. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;099;Kiskõrös utca 1. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;100;Fogócska utca 4. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;101;Bikszádi utca 11-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;102;Bikszádi utca 11-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;103;Mérnök utca 42. (Óvoda);
BUDAPEST;Budapest XI.ker.;104;Bikszádi utca 11-15. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;105;Bikszádi utca 61-63. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;106;Bikszádi utca 61-63. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;107;Bikszádi utca 61-63. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;108;Bikszádi utca 61-63. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;109;Fogócska utca 4. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;110;Fogócska utca 4. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;111;Fogócska utca 4. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;112;Kiskõrös utca 1. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;113;Kiskõrös utca 1. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;114;Kecskeméti J. utca 14. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;115;Kecskeméti J. utca 14. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;116;Kecskeméti J. utca 14. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;117;Kecskeméti J. utca 14. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;118;Kamaraerdei út 16. (Szoc. Otthon);
BUDAPEST;Budapest XII.ker.;001;Csaba u. 16/c. (Pannonia Sacra Kat.  Ált. Iskola);
BUDAPEST;Budapest XII.ker.;002;Ráth György u. 18-20. (Krisztinavárosi Bölcsöde);
BUDAPEST;Budapest XII.ker.;003;Orbánhegyi út 3/a. (Orbánhegyi Óvoda);
BUDAPEST;Budapest XII.ker.;004;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola);
BUDAPEST;Budapest XII.ker.;005;Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola);
BUDAPEST;Budapest XII.ker.;006;Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola);
BUDAPEST;Budapest XII.ker.;007;Kiss J. altb. u. 31-33/a. (ELTE Gyakorló Iskola);
BUDAPEST;Budapest XII.ker.;008;Kiss J. altb. u. 31-33/a. (ELTE Gyakorló Iskola);
BUDAPEST;Budapest XII.ker.;009;Orbánhegyi út 3/a.  (Orbánhegyi Óvoda);
BUDAPEST;Budapest XII.ker.;010;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola);
BUDAPEST;Budapest XII.ker.;011;Diana u. 4. (Jókai Mór Ált. Isk.);
BUDAPEST;Budapest XII.ker.;012;Diana u. 35-37/a. (SOTE Gyakorló Iskola);
BUDAPEST;Budapest XII.ker.;013;Fodor u. 2/c. (Háziorvosi Rendelõ);
BUDAPEST;Budapest XII.ker.;014;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola);
BUDAPEST;Budapest XII.ker.;015;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola);
BUDAPEST;Budapest XII.ker.;016;Orbánhegyi út 7. (Fekete István Ált. Iskola);
BUDAPEST;Budapest XII.ker.;017;Kiss J. altb. u. 31-33/a.( ELTE Gyakorló Iskola);
BUDAPEST;Budapest XII.ker.;018;Beethoven u. 3. (ELTE Gyakorló Iskola);
BUDAPEST;Budapest XII.ker.;019;Beethoven u. 3. (ELTE Gyakorló Iskola);
BUDAPEST;Budapest XII.ker.;020;Mártonhegyi út 34. (Tamási Áron Iskola);
BUDAPEST;Budapest XII.ker.;021;Mártonhegyi út 34. (Tamási Áron Iskola);
BUDAPEST;Budapest XII.ker.;022;Diana u. 35-37/a. (SOTE Gyakorló Iskola);
BUDAPEST;Budapest XII.ker.;023;Németvölgyi út 46. (Németvölgyi Általános Iskola);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest XII.ker.;024;Orbánhegyi út 7. (Fekete István Ált. Iskola);
BUDAPEST;Budapest XII.ker.;025;Németvölgyi út 46.( Németvölgyi Általános Iskola);
BUDAPEST;Budapest XII.ker.;026;Lejtõ út 41. (Táltos Óvoda );
BUDAPEST;Budapest XII.ker.;027;Mártonhegyi út 34. (Tamási Áron Iskola);
BUDAPEST;Budapest XII.ker.;028;Kiss J. altb. u. 31-33/a. (ELTE Gyakorló Iskola);
BUDAPEST;Budapest XII.ker.;029;Kiss J. altb. u. 33/b (Hegyvidéki Gondozási Kp.);
BUDAPEST;Budapest XII.ker.;030;Kiss J. altb. u. 34. (Családsegítõ Központ);
BUDAPEST;Budapest XII.ker.;031;Alkotás u. 45. (Budai RajzIskola );
BUDAPEST;Budapest XII.ker.;032;Alkotás u. 45. (Budai RajzIskola);
BUDAPEST;Budapest XII.ker.;033;Alkotás u. 45. (Budai RajzIskola);
BUDAPEST;Budapest XII.ker.;034;Kiss J. altb. u. 33/b (Hegyvidéki Gondozási Kp.);
BUDAPEST;Budapest XII.ker.;035;Lejtõ út 41. (Táltos Óvoda);
BUDAPEST;Budapest XII.ker.;036;Mártonhegyi út 34. (Tamási Áron Iskola);
BUDAPEST;Budapest XII.ker.;037;Mártonhegyi út 34. (Tamási Áron Iskola);
BUDAPEST;Budapest XII.ker.;038;Rácz Aladár út 5. (Háziorvosi Rendelõ);
BUDAPEST;Budapest XII.ker.;039;Rácz Aladár út 5. (Háziorvosi Rendelõ);
BUDAPEST;Budapest XII.ker.;040;Szarvas Gábor út 8/c. (Virányos Gondozási Központ);
BUDAPEST;Budapest XII.ker.;041;Virányos út 48.  (Virányos Általános Iskola);
BUDAPEST;Budapest XII.ker.;042;Kútvölgyi út 16. (Nõvérszállás);
BUDAPEST;Budapest XII.ker.;043;Kútvölgyi út 16. (Nõvérszállás);
BUDAPEST;Budapest XII.ker.;044;Hollós út 5. (Jókai klub);
BUDAPEST;Budapest XII.ker.;045;Diana u. 4. (Jókai Mór Általános Iskola);
BUDAPEST;Budapest XII.ker.;046;Diana u. 4. (Jókai Mór Általános Iskola);
BUDAPEST;Budapest XII.ker.;047;Rácz Aladár út 5. (Háziorvosi Rendelõ);
BUDAPEST;Budapest XII.ker.;048;Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola);
BUDAPEST;Budapest XII.ker.;049;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola);
BUDAPEST;Budapest XII.ker.;050;Kútvölgyi út 16. (Nõvérszállás);
BUDAPEST;Budapest XII.ker.;051;Virányos út 48. (Virányos Általános Iskola);
BUDAPEST;Budapest XII.ker.;052;Diana u. 4. (Jókai Mór Általános Iskola);
BUDAPEST;Budapest XII.ker.;053;Zugligeti út 113. (Zugligeti Általános Iskola);
BUDAPEST;Budapest XII.ker.;054;Virányos út 48. (Virányos Általános Iskola);
BUDAPEST;Budapest XII.ker.;055;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola);
BUDAPEST;Budapest XIII.ker.;001;Radnóti M. utca  8-10. (Gárdonyi G. Ált.Isk.);
BUDAPEST;Budapest XIII.ker.;002;Radnóti M. utca  8-10. (Gárdonyi G. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;003;Radnóti M. utca  8-10. (Gárdonyi G. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;004;Hollán Ernõ utca 21/b. (Zenei Alapfokú Mûv. Isk.);
BUDAPEST;Budapest XIII.ker.;005;Tátra utca 11. (Háziorvosi rendelõ);
BUDAPEST;Budapest XIII.ker.;006;Tátra utca 11. (Háziorvosi rendelõ);
BUDAPEST;Budapest XIII.ker.;007;Radnóti M. utca 35. (Herman Ottó Tagiskola);
BUDAPEST;Budapest XIII.ker.;008;Hollán Ernõ utca  21/b. (Zenei Alapfokú Mûv. Isk.);
BUDAPEST;Budapest XIII.ker.;009;Hollán Ernõ utca  21/b. (Zenei Alapfokú Mûv. Isk.);
BUDAPEST;Budapest XIII.ker.;010;Radnóti M. utca 8-10. (Gárdonyi G. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;011;Radnóti M. utca 8-10. (Gárdonyi G. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;012;Radnóti M. utca 8-10. (Gárdonyi G. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;013;Radnóti M. utca 35. (Herman Ottó Tagiskola);
BUDAPEST;Budapest XIII.ker.;014;Radnóti M. utca 35. (Herman Ottó Tagiskola);
BUDAPEST;Budapest XIII.ker.;015;Radnóti M. utca 35. (Herman Ottó Tagiskola);
BUDAPEST;Budapest XIII.ker.;016;Radnóti M. utca 35. (Herman Ottó Tagiskola);
BUDAPEST;Budapest XIII.ker.;017;Hegedûs Gy. u. 43. (Mozgássérültek Bp-i Egy.);
BUDAPEST;Budapest XIII.ker.;018;Radnóti M. u. 8-10.   (Gárdonyi Géza Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;019;Visegrádi u. 47/c. (Szakorvosi Rendelõ);
BUDAPEST;Budapest XIII.ker.;020;Visegrádi u. 47/c. (Szakorvosi Rendelõ);
BUDAPEST;Budapest XIII.ker.;021;Thurzó utca 6-8. (Napsugár Tagóvoda);
BUDAPEST;Budapest XIII.ker.;022;Radnóti M. utca 35. (Herman Ottó Tagiskola);
BUDAPEST;Budapest XIII.ker.;023;Thurzó utca 6-8. (Napsugár Tagóvoda);
BUDAPEST;Budapest XIII.ker.;024;Thurzó utca 6-8. (Napsugár Tagóvoda);
BUDAPEST;Budapest XIII.ker.;025;Gogol utca 32. (Hétszín Tagóvoda);
BUDAPEST;Budapest XIII.ker.;026;Gogol utca 32. (Hétszín Tagóvoda);
BUDAPEST;Budapest XIII.ker.;027;Gogol utca 32. (Hétszín Tagóvoda);
BUDAPEST;Budapest XIII.ker.;028;Tutaj utca 7-11. (Pannónia Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;029;Tutaj utca 7-11. (Pannónia Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;030;Tutaj utca 7-11. (Pannónia Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;031;Tutaj utca 7-11. (Pannónia Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;032;Angyalföldi út 1-3. (Angyalkert Tagóvoda);
BUDAPEST;Budapest XIII.ker.;033;Kassák Lajos utca 17. (Meséskert Tagóvoda);
BUDAPEST;Budapest XIII.ker.;034;Dózsa Gy. út 136. (É-Z. és Testnev. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;035;Dózsa Gy. út 136. (É-Z. és Testnev.  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;036;Tutaj utca 7-11. (Pannónia Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;037;Kárpát utca 49-53. (Berzsenyi Dániel Gimn.);
BUDAPEST;Budapest XIII.ker.;038;Kárpát utca 49-53. (Berzsenyi Dániel Gimn.);
BUDAPEST;Budapest XIII.ker.;039;Kassák Lajos utca 38. (Idõsek Klubja);
BUDAPEST;Budapest XIII.ker.;040;Dózsa Gy. út 136. (É-Z. és Testnev.  Ált. Isk );
BUDAPEST;Budapest XIII.ker.;041;Dózsa Gy. út 136. (É-Z. és Testnev.  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;042;Tüzér utca 56-58. (Prevenciós Központ);
BUDAPEST;Budapest XIII.ker.;043;Váci út 57. (PRIZMA Ált.Isk. és Óvoda);
BUDAPEST;Budapest XIII.ker.;044;Tüzér utca 56-58. (Prevenciós Központ);
BUDAPEST;Budapest XIII.ker.;045;Tüzér utca 56-58. (Prevenciós Központ);
BUDAPEST;Budapest XIII.ker.;046;Váci út 57. (PRIZMA Ált. Isk.és Óvoda);
BUDAPEST;Budapest XIII.ker.;047;Pap Károly utca 10. (Háziorvosi Rendelõ);
BUDAPEST;Budapest XIII.ker.;048;Váci út 57. (PRIZMA Ált.Isk. és Óvoda);
BUDAPEST;Budapest XIII.ker.;049;Visegrádi utca 96/b.  (Idõsek Klubja);
BUDAPEST;Budapest XIII.ker.;050;Visegrádi u. 113. (Közszolgáltató Zrt.);
BUDAPEST;Budapest XIII.ker.;051;Vizafogó sétány 2. (Vizafogó Tagiskola);
BUDAPEST;Budapest XIII.ker.;052;Vizafogó sétány 2. (Vizafogó Tagiskola);
BUDAPEST;Budapest XIII.ker.;053;Vizafogó sétány 2. (Vizafogó Tagiskola);
BUDAPEST;Budapest XIII.ker.;054;Vizafogó sétány 2. (Vizafogó Tagiskola);
BUDAPEST;Budapest XIII.ker.;055;Csata utca 20. (Csata Utcai Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;056;Szegedi út 17. (Szakorvosi Rendelõ);
BUDAPEST;Budapest XIII.ker.;057;Szegedi út 17. (Szakorvosi Rendelõ);
BUDAPEST;Budapest XIII.ker.;058;Béke út 7. (Gyermekorvosi Rend. és Védõnõi Szolg.);
BUDAPEST;Budapest XIII.ker.;059;Csata utca 20. (Csata Utcai Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;060;Szegedi út 17. (Szakorvosi Rendelõ);
BUDAPEST;Budapest XIII.ker.;061;Béke út 7. (Gyermekorvosi Rend. és Védõnõi Szolg.);
BUDAPEST;Budapest XIII.ker.;062;Futár utca 18. (Eötvös József Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;063;Röppentyû utca 62. (Ady Endre Gimn.);
BUDAPEST;Budapest XIII.ker.;064;Röppentyû utca 62. (Ady Endre Gimn.);
BUDAPEST;Budapest XIII.ker.;065;Üteg u. 30. (Pitypang Tagóvoda);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest XIII.ker.;066;Üteg u. 30. (Pitypang Tagóvoda);
BUDAPEST;Budapest XIII.ker.;067;Üteg u. 30. (Pitypang Tagóvoda);
BUDAPEST;Budapest XIII.ker.;068;Üteg u. 30. (Pitypang Tagóvoda);
BUDAPEST;Budapest XIII.ker.;069;Lomb utca 20. (PRIZMA Ált. Isk. és Óvoda);
BUDAPEST;Budapest XIII.ker.;070;Pap Károly utca 22/c (Idõsek Klubja);
BUDAPEST;Budapest XIII.ker.;071;Karikás F. utca 3. (Hunyadi Mátyás  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;072;Karikás F. utca 3. (Hunyadi Mátyás  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;073;Karikás F. utca 3. (Hunyadi Mátyás  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;074;Karikás F. utca 3. (Hunyadi Mátyás  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;075;Futár utca 18. (Eötvös József Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;076;Futár utca 18. (Eötvös József Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;077;Futár utca 18. (Eötvös József Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;078;Futár utca 18. (Eötvös József Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;079;Jász utca 130. (Idõsek Klubja);
BUDAPEST;Budapest XIII.ker.;080;Jász utca 130. (Idõsek Klubja);
BUDAPEST;Budapest XIII.ker.;081;Fiastyúk utca  47-49. (Hegedüs Géza  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;082;Fiastyúk utca  47-49. (Hegedüs Géza  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;083;Fiastyúk utca  47-49. (Hegedüs Géza  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;084;Fiastyúk utca  47-49. (Hegedüs Géza  Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;085;Tomori u. 2. (Tomori Pál  Tagiskola);
BUDAPEST;Budapest XIII.ker.;086;Tomori u. 2. (Tomori Pál  Tagiskola);
BUDAPEST;Budapest XIII.ker.;087;Tomori u. 2. (Tomori Pál  Tagiskola);
BUDAPEST;Budapest XIII.ker.;088;Nõvér utca 15-17. (Németh László Gimn.);
BUDAPEST;Budapest XIII.ker.;089;Nõvér utca 15-17. (Németh László Gimn.);
BUDAPEST;Budapest XIII.ker.;090;Göncöl u. 28-30. (Háziorvosi Rendelõ);
BUDAPEST;Budapest XIII.ker.;091;Göncöl u. 28-30. (Háziorvosi Rendelõ);
BUDAPEST;Budapest XIII.ker.;092;Újpalotai út 14. (Idõsek Klubja);
BUDAPEST;Budapest XIII.ker.;093;Nõvér utca 15-17. (Németh László Gimn.);
BUDAPEST;Budapest XIII.ker.;094;Gyöngyösi sétány 7. (Szám.tech. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;095;Gyöngyösi sétány 7. (Szám.tech. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;096;Madarász V. utca 3. (Madarász Viktor Tagóvoda);
BUDAPEST;Budapest XIII.ker.;097;Gyöngyösi sétány 7. (Szám.tech. Ált. Isk.);
BUDAPEST;Budapest XIII.ker.;098;Futár utca 18. (Eötvös József Ált. Isk.);
BUDAPEST;Budapest XIV.ker.;001;Csáktornya park 1. (Munkácsy Mihály Ált.Iskola);
BUDAPEST;Budapest XIV.ker.;002;Csáktornya park 1. (Munkácsy Mihály Ált.Iskola);
BUDAPEST;Budapest XIV.ker.;003;Csáktornya park 1. (Munkácsy Mihály Ált.Iskola);
BUDAPEST;Budapest XIV.ker.;004;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u. 116-118);
BUDAPEST;Budapest XIV.ker.;005;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u. 116-118);
BUDAPEST;Budapest XIV.ker.;006;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u. 116-118);
BUDAPEST;Budapest XIV.ker.;007;Ungvár utca 36. (Zuglói Hajós Alfréd Ált.Iskola);
BUDAPEST;Budapest XIV.ker.;008;Ungvár utca 36. (Zuglói Hajós Alfréd Ált.Iskola);
BUDAPEST;Budapest XIV.ker.;009;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u. 116-118);
BUDAPEST;Budapest XIV.ker.;010;Ungvár utca 36. (Zuglói Hajós Alfréd Ált.Iskola);
BUDAPEST;Budapest XIV.ker.;011;Ungvár utca 24/A (Örökzöld Óvoda);
BUDAPEST;Budapest XIV.ker.;012;Ungvár utca 24/A (Örökzöld Óvoda);
BUDAPEST;Budapest XIV.ker.;013;Ungvár utca 36. (Zuglói Hajós Alfréd Ált.Iskola);
BUDAPEST;Budapest XIV.ker.;014;Erzsébet királyné útja 35-37.(Jókai Mór Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;015;Róna utca 177-181.(Bercsényi Miklós Kollégium);
BUDAPEST;Budapest XIV.ker.;016;Erzsébet királyné útja 35-37.(Jókai Mór Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;017;Erzsébet királyné útja 35-37.(Jókai Mór Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;018;Bácskai utca 17/A.(Ringató Bölcsõde);
BUDAPEST;Budapest XIV.ker.;019;Róna utca 177-181.(Bercsényi Miklós Kollégium);
BUDAPEST;Budapest XIV.ker.;020;Újvidék tér 3.(Arany János Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;021;Erzsébet királyné útja 35-37.(Jókai Mór Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;022;Hermina út 23.(Liszt Ferenc Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;023;Hermina út 9-15.(Városligeti Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;024;Ajtósi Dürer sor 15.(Szent István Gimnázium);
BUDAPEST;Budapest XIV.ker.;025;Ajtósi Dürer sor 15.(Szent István Gimnázium);
BUDAPEST;Budapest XIV.ker.;026;Ajtósi Dürer sor 15.(Szent István Gimnázium);
BUDAPEST;Budapest XIV.ker.;027;Stefánia út 55.(Polgárvédelmi Kiképzõ Bázis);
BUDAPEST;Budapest XIV.ker.;028;Ilosvai Selymes tér 21.(Tücsöktanya Óvoda);
BUDAPEST;Budapest XIV.ker.;029;Ilosvai Selymes tér 21.(Tücsöktanya Óvoda);
BUDAPEST;Budapest XIV.ker.;030;Kerékgyártó utca 35-39.(Kerékgyártó Óvoda);
BUDAPEST;Budapest XIV.ker.;031;Telepes utca 32.(Széchenyi István Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;032;Telepes utca 32.(Széchenyi István Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;033;Telepes utca 32.(Széchenyi István Ált.Isk.);
BUDAPEST;Budapest XIV.ker.;034;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u.116-118);
BUDAPEST;Budapest XIV.ker.;035;Egressy út 182.(Hétszínvirág Óvoda);
