Főváros / megye;Település;Szavazókör;Szavazókör címe;
BUDAPEST;Budapest I.ker.;001;Úri u. 38. (Önkormányzat intézménye);
BUDAPEST;Budapest I.ker.;002;Tárnok u. 9-11. (Budavári Általános Iskola);
BUDAPEST;Budapest I.ker.;003;Bem rkp. 6. (Budavári Mûvelõdési Ház);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest I.ker.;004;Fõ u. 31. (III. sz. Idõsek Klubja);
BUDAPEST;Budapest I.ker.;005;Toldy F. u. 9. (Toldy Ferenc Gimnázium);
BUDAPEST;Budapest I.ker.;006;Toldy F. u. 66. (Vízivárosi Óvoda);
BUDAPEST;Budapest I.ker.;007;Batthyány u. 8. (Batthyány Általános Iskola);
BUDAPEST;Budapest I.ker.;008;Hattyú u. 16. (I. sz. Idõsek Klubja);
BUDAPEST;Budapest I.ker.;009;Attila út 135-137. (Kosztolányi Általános Iskola);
BUDAPEST;Budapest I.ker.;010;Attila út 135-137. (Kosztolányi Általános Iskola);
BUDAPEST;Budapest I.ker.;011;Attila út 89. (Szociális Szolgáltatási Központ);
BUDAPEST;Budapest I.ker.;012;Attila út 43. (Petõfi Gimnázium);
BUDAPEST;Budapest I.ker.;013;Mészáros u. 5-7. (Szilágyi Erzsébet Gimnázium);
BUDAPEST;Budapest I.ker.;014;Mészáros u. 5-7. (Szilágyi Erzsébet Gimnázium);
BUDAPEST;Budapest I.ker.;015;Attila út 43. (Petõfi Gimnázium);
BUDAPEST;Budapest I.ker.;016;Nyárs u. 2-4. (Naphegyi Óvoda);
BUDAPEST;Budapest I.ker.;017;Lisznyai u. 40-42. (Általános Iskola);
BUDAPEST;Budapest I.ker.;018;Döbrentei u. 15. (Mesemúzeum);
BUDAPEST;Budapest I.ker.;019;Zsolt utca 6/A. (Felnõtt Háziorvosi Rendelõ);
BUDAPEST;Budapest I.ker.;020;Bérc u. 13-15. (Magyar Külügyi Intézet);
BUDAPEST;Budapest II.ker.;001;Ürömi u. 64.  (Újlaki Ált. Isk.);
BUDAPEST;Budapest II.ker.;002;Lajos u. 1-5. (Than Károly Gimn. );
BUDAPEST;Budapest II.ker.;003;Lajos u. 1-5. (Than Károly Gimn.);
BUDAPEST;Budapest II.ker.;004;Bolyai u. 15. (Óvoda );
BUDAPEST;Budapest II.ker.;005;Áldás u. 1.  (Ált. Iskola);
BUDAPEST;Budapest II.ker.;006;Ürömi u.64. (Újlaki  Ált. Isk.);
BUDAPEST;Budapest II.ker.;007;Törökvész út 18. (Kézmûv. Óvoda);
BUDAPEST;Budapest II.ker.;008;Áldás u.1. (Ált.Isk.);
BUDAPEST;Budapest II.ker.;009;Áldás u. 1. (Ált.Isk.);
BUDAPEST;Budapest II.ker.;010;Felvinci út 6-8. (Kollégium);
BUDAPEST;Budapest II.ker.;011;Keleti K. u. 37. (II. Rákóczi F.Gimn.);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest II.ker.;012;Fillér u. 70-76. (Fillér Ált. Isk.);
BUDAPEST;Budapest II.ker.;013;Pasaréti út 41. (Bölcsõde);
BUDAPEST;Budapest II.ker.;014;Fillér utca 70-76. (Fillér Ált. Isk.);
BUDAPEST;Budapest II.ker.;015;Fillér u. 70-76. (Fillér Ált. Isk.);
BUDAPEST;Budapest II.ker.;016;Törökvész út 18. (Kézmûv. Óvoda);
BUDAPEST;Budapest II.ker.;017;Pitypang u. 17. (Ált. Isk.);
BUDAPEST;Budapest II.ker.;018;Törökvész út 67. (Ált. Isk.);
BUDAPEST;Budapest II.ker.;019;Törökvész út 48-54. (Móricz Zs. Gimn.);
BUDAPEST;Budapest II.ker.;020;Fenyves u. 1. (Ált. Isk.);
BUDAPEST;Budapest II.ker.;021;Hûvösvölgyi út 12/B. (Bölcsõde);
BUDAPEST;Budapest II.ker.;022;Törökvész út 48-54. (Móricz Zs. Gimn.);
BUDAPEST;Budapest II.ker.;023;Pitypang u.17. (Óvoda);
BUDAPEST;Budapest II.ker.;024;Pitypang u.17. (Óvoda);
BUDAPEST;Budapest II.ker.;025;Pitypang u. 17. (Ált.Isk.);
BUDAPEST;Budapest II.ker.;026;Törökvész út 67. (Ált.Isk.);
BUDAPEST;Budapest II.ker.;027;Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;028;Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;029;Hûvösvölgyi út 12/B. (Bölcsõde);
BUDAPEST;Budapest II.ker.;030;Hûvösvölgyi út 12/B. (Bölcsõde);
BUDAPEST;Budapest II.ker.;031;Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;032;Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;033;Völgy u. 1-3. (Óvoda);
BUDAPEST;Budapest II.ker.;034;Völgy u. 1-3. (Óvoda);
BUDAPEST;Budapest II.ker.;035;Máriaremetei út 71. (Ált. Isk.);
BUDAPEST;Budapest II.ker.;036;Kossuth L. u. 15-17. (Ált. Isk.);
BUDAPEST;Budapest II.ker.;037;Kossuth L. u. 15-17.  (Ált. Isk.);
BUDAPEST;Budapest II.ker.;038;Kossuth L. u. 15-17. (Ált. Isk.);
BUDAPEST;Budapest II.ker.;039;Templom u. 2-10. (Klebelsberg K. Mûv. Közp.);
BUDAPEST;Budapest II.ker.;040;Templom u. 2-10. (Klebelsberg K. Mûv. Közp.);
BUDAPEST;Budapest II.ker.;041;Templom u. 2-10.  (Klebelsberg K. Mûv. Közp.);
BUDAPEST;Budapest II.ker.;042;József A. útja 68. (Dettó Bisztró);
BUDAPEST;Budapest II.ker.;043;Hímes u. 3. (Cserkészház);
BUDAPEST;Budapest II.ker.;044;Szabadság út 23. (Klebelsberg K. Ált.Isk. és Gimn);
BUDAPEST;Budapest II.ker.;045;Máriaremetei út 185. (Óvoda);
BUDAPEST;Budapest II.ker.;046;Szabadság út 23. (Klebelsberg K. Ált.Isk. és Gimn);
BUDAPEST;Budapest II.ker.;047;Máriaremetei út 185. (Óvoda);
BUDAPEST;Budapest II.ker.;048;Máriaremetei út 71. (Ált. Isk.);
BUDAPEST;Budapest II.ker.;049;Kútföldi út 1. (Közösségi Ház);
BUDAPEST;Budapest II.ker.;050;Labanc u. 2. (Óvoda);
BUDAPEST;Budapest II.ker.;051;Budenz út 20-22. (Budenz J. Ált.Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;052;Budenz út 20-22. (Budenz J. Ált.Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;053;Budenz út 20-22. (Budenz J. Ált.Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;054;Budenz út 20-22. (Budenz J. Ált.Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;055;Pasaréti út 41. (Bölcsõde);
BUDAPEST;Budapest II.ker.;056;Érmelléki út 12. (Óvoda);
BUDAPEST;Budapest II.ker.;057;Érmelléki út 12. (Óvoda);
BUDAPEST;Budapest II.ker.;058;Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;059;Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;060;Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;061;Keleti K. u. 37. (II. Rákóczi F. Gimn.);
BUDAPEST;Budapest II.ker.;062;Keleti K. u. 37. (II. Rákóczi F. Gimn.);
BUDAPEST;Budapest II.ker.;063;Keleti K. u. 37. (II. Rákóczi F. Gimn.);
BUDAPEST;Budapest II.ker.;064;Ady E. u. 3. (Szt. Angéla Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;065;Ady E. u. 3. (Szt. Angéla Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;066;Bem J. tér 2. (Gondozási Központ);
BUDAPEST;Budapest II.ker.;067;Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;068;Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;069;Ady E. u. 3. (Szt. Angéla Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;070;Kapás u. 55. (Budai Táncklub);
BUDAPEST;Budapest II.ker.;071;Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.);
BUDAPEST;Budapest II.ker.;072;Varsányi I. u. 32. (Bölcsõde);
BUDAPEST;Budapest II.ker.;073;Varsányi I. u. 32. (Bölcsõde);
BUDAPEST;Budapest III.ker.;001;Árpád fejedelem útja 60. (Óvoda);
BUDAPEST;Budapest III.ker.;002;Árpád fejedelem útja 60. (Óvoda);
BUDAPEST;Budapest III.ker.;003;Mókus utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;004;Nagyszombat utca 19. (Árpád Gimnázium);
BUDAPEST;Budapest III.ker.;005;Nagyszombat utca 19. (Árpád Gimnázium);
BUDAPEST;Budapest III.ker.;006;Nagyszombat utca 19. (Árpád Gimnázium);
BUDAPEST;Budapest III.ker.;007;Kiscelli utca 78-80. (Óbudai Egyetem);
BUDAPEST;Budapest III.ker.;008;Kiscelli utca 78-80. (Óbudai Egyetem);
BUDAPEST;Budapest III.ker.;009;Kiscelli utca 78-80. (Óbudai Egyetem);
BUDAPEST;Budapest III.ker.;010;Nagyszombat utca 19. (Árpád Gimnázium);
BUDAPEST;Budapest III.ker.;011;Bécsi út 96/B. (Óbudai Egyetem);
BUDAPEST;Budapest III.ker.;012;Bécsi út 96/B. (Óbudai Egyetem);
BUDAPEST;Budapest III.ker.;013;Bécsi út 96/B. (Óbudai Egyetem);
BUDAPEST;Budapest III.ker.;014;Erdõalja út 5. (Általános Iskola);
BUDAPEST;Budapest III.ker.;015;Erdõalja út 5. (Általános Iskola);
BUDAPEST;Budapest III.ker.;016;Erdõalja út 5. (Általános Iskola);
BUDAPEST;Budapest III.ker.;017;Erdõalja út 5. (Általános Iskola);
BUDAPEST;Budapest III.ker.;018;Bécsi út 375. (Általános Iskola);
BUDAPEST;Budapest III.ker.;019;Bécsi út 375. (Általános Iskola);
BUDAPEST;Budapest III.ker.;020;Bécsi út 375. (Általános Iskola);
BUDAPEST;Budapest III.ker.;021;Bécsi út 375. (Általános Iskola);
BUDAPEST;Budapest III.ker.;022;Bécsi út 375. (Általános Iskola);
BUDAPEST;Budapest III.ker.;023;Ürömi út 2. (Óvoda);
BUDAPEST;Budapest III.ker.;024;Ürömi út 2. (Óvoda);
BUDAPEST;Budapest III.ker.;025;Ürömi út 2. (Óvoda);
BUDAPEST;Budapest III.ker.;026;Dózsa György utca 42. (Általános Iskola);
BUDAPEST;Budapest III.ker.;027;Dózsa György utca 42. (Általános Iskola);
BUDAPEST;Budapest III.ker.;028;Dózsa György utca 42. (Általános Iskola);
BUDAPEST;Budapest III.ker.;029;Templom utca 5. (Általános Iskola);
BUDAPEST;Budapest III.ker.;030;Templom utca 5. (Általános Iskola);
BUDAPEST;Budapest III.ker.;031;Mókus utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;032;Mókus utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;033;Mókus utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;034;Zápor utca 90. (Általános Iskola);
BUDAPEST;Budapest III.ker.;035;Zápor utca 90. (Általános Iskola);
BUDAPEST;Budapest III.ker.;036;Zápor utca 90. (Általános Iskola);
BUDAPEST;Budapest III.ker.;037;Zápor utca 90. (Általános Iskola);
BUDAPEST;Budapest III.ker.;038;Váradi utca 15/B. (Általános Iskola);
BUDAPEST;Budapest III.ker.;039;Váradi utca 15/B. (Általános Iskola);
BUDAPEST;Budapest III.ker.;040;Váradi utca 15/B. (Általános Iskola);
BUDAPEST;Budapest III.ker.;041;Váradi utca 15/B. (Általános Iskola);
BUDAPEST;Budapest III.ker.;042;Harrer Pál utca 7. (Általános Iskola);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest III.ker.;043;Harrer Pál utca 7. (Általános Iskola);
BUDAPEST;Budapest III.ker.;044;Harrer Pál utca 7. (Általános Iskola);
BUDAPEST;Budapest III.ker.;045;Szentendrei út 9. (Alternatív Közgazdasági Gimn.);
BUDAPEST;Budapest III.ker.;046;Szentendrei út 9. (Alternatív Közgazdasági Gimn.);
BUDAPEST;Budapest III.ker.;047;Gázgyári lakótelepi Óvoda;
BUDAPEST;Budapest III.ker.;048;Kerék utca 18-20. (Általános Iskola);
BUDAPEST;Budapest III.ker.;049;Szél utca 11-13. (Szakkollégium);
BUDAPEST;Budapest III.ker.;050;Kerék utca 18-20. (Általános Iskola);
BUDAPEST;Budapest III.ker.;051;Kerék utca 18-20. (Általános Iskola);
BUDAPEST;Budapest III.ker.;052;Vörösvári út 93. (Általános Iskola);
BUDAPEST;Budapest III.ker.;053;Meggyfa utca 14. (Óvoda);
BUDAPEST;Budapest III.ker.;054;Kerék utca 18-20. (Általános Iskola);
BUDAPEST;Budapest III.ker.;055;Kerék utca 18-20. (Általános Iskola);
BUDAPEST;Budapest III.ker.;056;Kerék utca 18-20. (Általános Iskola);
BUDAPEST;Budapest III.ker.;057;Szellõ utca 9-11. (Óvoda, Általános Iskola);
BUDAPEST;Budapest III.ker.;058;Meggyfa utca 14. (Óvoda);
BUDAPEST;Budapest III.ker.;059;Szellõ utca 9-11. (Óvoda, Általános Iskola);
BUDAPEST;Budapest III.ker.;060;Szérûskert utca 40. (Általános Iskola);
BUDAPEST;Budapest III.ker.;061;Szérûskert utca 40. (Általános Iskola);
BUDAPEST;Budapest III.ker.;062;Szérûskert utca 40. (Általános Iskola);
BUDAPEST;Budapest III.ker.;063;Szérûskert utca 40. (Általános Iskola);
BUDAPEST;Budapest III.ker.;064;Szérûskert utca 40. (Általános Iskola);
BUDAPEST;Budapest III.ker.;065;Szérûskert utca 40. (Általános Iskola);
BUDAPEST;Budapest III.ker.;066;Gyógyszergyár utca 22-24. (Általános Iskola);
BUDAPEST;Budapest III.ker.;067;Gyógyszergyár utca 22-24. (Általános Iskola);
BUDAPEST;Budapest III.ker.;068;Keve utca 41. (Általános Iskola);
BUDAPEST;Budapest III.ker.;069;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;070;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;071;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;072;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;073;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;074;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;075;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;076;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;077;Arató Emil tér 1. (Általános Iskola);
BUDAPEST;Budapest III.ker.;078;Keve utca 41. (Általános Iskola);
BUDAPEST;Budapest III.ker.;079;Kalászi utca 5-7. (Képzõmûvészeti Szakképzõ Isk.);
BUDAPEST;Budapest III.ker.;080;Kalászi utca 5-7. (Képzõmûvészeti Szakképzõ Isk.);
BUDAPEST;Budapest III.ker.;081;Kalászi utca 5-7. (Képzõmûvészeti Szakképzõ Isk.);
BUDAPEST;Budapest III.ker.;082;Fodros utca 38-40. (Általános Iskola);
BUDAPEST;Budapest III.ker.;083;Fodros utca 38-40. (Általános Iskola);
BUDAPEST;Budapest III.ker.;084;Királyok útja 178/E. (Általános Iskola);
BUDAPEST;Budapest III.ker.;085;Királyok útja 178/E. (Általános Iskola);
BUDAPEST;Budapest III.ker.;086;Medgyessy Ferenc utca 2-4. (Általános Iskola);
BUDAPEST;Budapest III.ker.;087;Medgyessy Ferenc utca 2-4. (Általános Iskola);
BUDAPEST;Budapest III.ker.;088;Medgyessy Ferenc utca 2-4. (Általános Iskola);
BUDAPEST;Budapest III.ker.;089;Medgyessy Ferenc utca 2-4. (Általános Iskola);
BUDAPEST;Budapest III.ker.;090;Medgyessy Ferenc utca 2-4. (Általános Iskola);
BUDAPEST;Budapest III.ker.;091;Zipernowsky Károly utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;092;Zipernowsky Károly utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;093;Zipernowsky Károly utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;094;Zipernowsky Károly utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;095;Zipernowsky Károly utca 4. (Szakiskola);
BUDAPEST;Budapest III.ker.;096;Zipernowsky Károly utca 4. (Szakiskola);
BUDAPEST;Budapest III.ker.;097;Zipernowsky Károly utca 4. (Szakiskola);
BUDAPEST;Budapest III.ker.;098;Zipernowsky Károly utca 4. (Szakiskola);
BUDAPEST;Budapest III.ker.;099;Zipernowsky Károly utca 4. (Szakiskola);
BUDAPEST;Budapest III.ker.;100;Zipernowsky Károly utca 4. (Szakiskola);
BUDAPEST;Budapest III.ker.;101;Bárczi Géza utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;102;Bárczi Géza utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;103;Bárczi Géza utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;104;Bárczi Géza utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;105;Bárczi Géza utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;106;Bárczi Géza utca 2. (Általános Iskola);
BUDAPEST;Budapest III.ker.;107;Pais Dezsõ utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;108;Pais Dezsõ utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;109;Pais Dezsõ utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;110;Pais Dezsõ utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;111;Pais Dezsõ utca 1-3. (Általános Iskola);
BUDAPEST;Budapest III.ker.;112;Pais Dezsõ utca 1-3. (Általános Iskola);
BUDAPEST;Budapest IV.ker.;001;Megyeri út 20. (Megyeri Általános Isk.);
BUDAPEST;Budapest IV.ker.;002;Homoktövis utca 100. (Homoktövis Általános Isk.);
BUDAPEST;Budapest IV.ker.;003;Homoktövis utca 100. (Homoktövis Általános Isk.);
BUDAPEST;Budapest IV.ker.;004;Homoktövis utca 100. (Homoktövis Általános Isk.);
BUDAPEST;Budapest IV.ker.;005;Homoktövis utca 100. (Homoktövis Általános Isk.);
BUDAPEST;Budapest IV.ker.;006;Homoktövis utca 100. (Homoktövis Általános Isk.);
BUDAPEST;Budapest IV.ker.;007;Homoktövis utca 100. (Homoktövis Általános Isk.);
BUDAPEST;Budapest IV.ker.;008;Bõrfestõ utca 5-9. (Csokonai Gimn.és Ált. Isk.);
BUDAPEST;Budapest IV.ker.;009;Bõrfestõ utca 5-9. (Csokonai Gimn.és Ált. Isk.);
BUDAPEST;Budapest IV.ker.;010;Bõrfestõ utca 5-9. (Csokonai Gimn.és Ált. Isk.);
BUDAPEST;Budapest IV.ker.;011;Tóth Aladár utca 16-18. (Babits Gimnázium);
BUDAPEST;Budapest IV.ker.;012;Tóth Aladár utca 16-18. (Babits Gimnázium);
BUDAPEST;Budapest IV.ker.;013;Bõrfestõ utca 5-9. (Csokonai Gimn.és Ált. Isk.);
BUDAPEST;Budapest IV.ker.;014;Megyeri út 20. (Megyeri Általános Isk.);
BUDAPEST;Budapest IV.ker.;015;Megyeri út 20. (Megyeri Általános Isk.);
BUDAPEST;Budapest IV.ker.;016;Megyeri út 20. (Megyeri Általános Isk.);
BUDAPEST;Budapest IV.ker.;017;Megyeri út 20. (Megyeri Általános Isk.);
BUDAPEST;Budapest IV.ker.;018;Fóti út 66. (Angol Nyelvi. Általános Isk.);
BUDAPEST;Budapest IV.ker.;019;Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);
BUDAPEST;Budapest IV.ker.;020;Tóth Aladár utca 16-18. (Babits Gimnázium);
BUDAPEST;Budapest IV.ker.;021;Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);
BUDAPEST;Budapest IV.ker.;022;Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);
BUDAPEST;Budapest IV.ker.;023;Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);
BUDAPEST;Budapest IV.ker.;024;Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);
BUDAPEST;Budapest IV.ker.;025;Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);
BUDAPEST;Budapest IV.ker.;026;Megyeri út 20. (Megyeri Általános Isk.);
BUDAPEST;Budapest IV.ker.;027;Megyeri út 20. (Megyeri Általános Isk.);
BUDAPEST;Budapest IV.ker.;028;Fóti út 66. (Angol Nyelvi. Általános Isk.);
BUDAPEST;Budapest IV.ker.;029;Fóti út 66. (Angol Nyelvi. Általános Isk.);
BUDAPEST;Budapest IV.ker.;030;Fóti út 66. (Angol Nyelvi. Általános Isk.);
BUDAPEST;Budapest IV.ker.;031;Fóti út 66. (Angol Nyelvi. Általános Isk.);
BUDAPEST;Budapest IV.ker.;032;Megyeri út 20. (Megyeri Általános Isk.);
BUDAPEST;Budapest IV.ker.;033;Fóti út 66. (Angol Nyelvi. Általános Isk.);
BUDAPEST;Budapest IV.ker.;034;Fóti út 66. (Angol Nyelvi. Általános Isk.);
BUDAPEST;Budapest IV.ker.;035;Langlet Waldemár utca 3-5. (Bródy Gimnázium);
BUDAPEST;Budapest IV.ker.;036;Langlet Waldemár utca 3-5. (Bródy Gimnázium);
BUDAPEST;Budapest IV.ker.;037;Bajza József utca 2. (Bajza Általános Isk.);
BUDAPEST;Budapest IV.ker.;038;Bajza József utca 2. (Bajza Általános Isk.);
BUDAPEST;Budapest IV.ker.;039;Bajza József utca 2. (Bajza Általános Isk.);
BUDAPEST;Budapest IV.ker.;040;Bajza József utca 2. (Bajza Általános Isk.);
BUDAPEST;Budapest IV.ker.;041;Langlet Waldemár utca 3-5. (Bródy Gimnázium);
BUDAPEST;Budapest IV.ker.;042;Langlet Waldemár utca 3-5. (Bródy Gimnázium);
BUDAPEST;Budapest IV.ker.;043;Bajza József utca 2. (Bajza Általános Isk.);
BUDAPEST;Budapest IV.ker.;044;Langlet Waldemár utca 3-5. (Bródy Gimnázium);
BUDAPEST;Budapest IV.ker.;045;Lõrinc utca 35-37. (Újpesti Bölcsõdék Központja);
BUDAPEST;Budapest IV.ker.;046;Lõrinc utca 35-37. (Újpesti Bölcsõdék Központja);
BUDAPEST;Budapest IV.ker.;047;Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.);
BUDAPEST;Budapest IV.ker.;048;Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.);
BUDAPEST;Budapest IV.ker.;049;Lõrinc utca 35-37. (Újpesti Bölcsõdék Központja);
BUDAPEST;Budapest IV.ker.;050;Lõrinc utca 35-37. (Újpesti Bölcsõdék Központja);
BUDAPEST;Budapest IV.ker.;051;Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.);
BUDAPEST;Budapest IV.ker.;052;Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.);
BUDAPEST;Budapest IV.ker.;053;Lõrinc utca 35-37. (Újpesti Bölcsõdék Központja);
BUDAPEST;Budapest IV.ker.;054;Munkásotthon utca 3. (Bene Ferenc Általános Isk.);
BUDAPEST;Budapest IV.ker.;055;Langlet Waldemár utca 3-5. (Bródy Gimnázium);
BUDAPEST;Budapest IV.ker.;056;Munkásotthon utca 3. (Bene Ferenc Általános Isk.);
BUDAPEST;Budapest IV.ker.;057;Tanoda tér 6. (Katolikus Általános Isk.);
BUDAPEST;Budapest IV.ker.;058;Erzsébet utca  31. (Lázár Ervin Általános Isk.);
BUDAPEST;Budapest IV.ker.;059;Erzsébet utca  31. (Lázár Ervin Általános Isk.);
BUDAPEST;Budapest IV.ker.;060;Erzsébet utca  31. (Lázár Ervin Általános Isk.);
BUDAPEST;Budapest IV.ker.;061;Erzsébet utca  31. (Lázár Ervin Általános Isk.);
BUDAPEST;Budapest IV.ker.;062;Munkásotthon utca 3. (Bene Ferenc Általános Isk.);
BUDAPEST;Budapest IV.ker.;063;Pozsonyi út 3. (Hallasy Olivér Általános Isk.);
BUDAPEST;Budapest IV.ker.;064;Tanoda tér 6. (Katolikus Általános Isk.);
BUDAPEST;Budapest IV.ker.;065;Tanoda tér 6. (Katolikus Általános Isk.);
BUDAPEST;Budapest IV.ker.;066;Erzsébet utca  31. (Lázár Ervin Általános Isk.);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest IV.ker.;067;Erzsébet utca  31. (Lázár Ervin Általános Isk.);
BUDAPEST;Budapest IV.ker.;068;Erzsébet utca  31. (Lázár Ervin Általános Isk.);
BUDAPEST;Budapest IV.ker.;069;Pozsonyi út 3. (Hallasy Olivér Általános Isk.);
BUDAPEST;Budapest IV.ker.;070;Pozsonyi út 3. (Hallasy Olivér Általános Isk.);
BUDAPEST;Budapest IV.ker.;071;Pozsonyi út 3. (Hallasy Olivér Általános Isk.);
BUDAPEST;Budapest IV.ker.;072;Pozsonyi út 3. (Hallasy Olivér Általános Isk.);
BUDAPEST;Budapest IV.ker.;073;Szigeti József utca 1-3. (Szigeti Általános Isk.);
BUDAPEST;Budapest IV.ker.;074;Szigeti József utca 1-3. (Szigeti Általános Isk.);
BUDAPEST;Budapest IV.ker.;075;Szigeti József utca 1-3. (Szigeti Általános Isk.);
BUDAPEST;Budapest IV.ker.;076;Szigeti József utca 1-3. (Szigeti Általános Isk.);
BUDAPEST;Budapest IV.ker.;077;Szigeti József utca 1-3. (Szigeti Általános Isk.);
BUDAPEST;Budapest IV.ker.;078;Szigeti József utca 1-3. (Szigeti Általános Isk.);
BUDAPEST;Budapest IV.ker.;079;Viola utca 2-4. (Egyetem);
BUDAPEST;Budapest IV.ker.;080;Viola utca 2-4. (Egyetem);
BUDAPEST;Budapest IV.ker.;081;Viola utca 2-4. (Egyetem);
BUDAPEST;Budapest IV.ker.;082;Viola utca 2-4. (Egyetem);
BUDAPEST;Budapest IV.ker.;083;Viola utca 2-4. (Egyetem);
BUDAPEST;Budapest IV.ker.;084;Viola utca 2-4. (Egyetem);
BUDAPEST;Budapest V.ker.;001;Fõvám tér 2-3. (B-L.Városüzemeltetõ);
BUDAPEST;Budapest V.ker.;002;Váci u. 43. (Ének-zenei  Ált. Iskola);
BUDAPEST;Budapest V.ker.;003;Magyar u. 12. (Idõsek klubja);
BUDAPEST;Budapest V.ker.;004;Veres Pálné u. 38. (Veres Pálné Gimnázium);
BUDAPEST;Budapest V.ker.;005;Váci u. 43. (Ének-zenei  Ált. Iskola);
BUDAPEST;Budapest V.ker.;006;Reáltanoda u. 7. (Eötvös József Gimnázium);
BUDAPEST;Budapest V.ker.;007;Vármegye u. 9. (Szabolcsi B. Zeneiskola);
BUDAPEST;Budapest V.ker.;008;Erzsébet tér 4. (Polgármesteri Hiv.);
BUDAPEST;Budapest V.ker.;009;Sütõ u. 1. (Evangélikus Gimnázium);
BUDAPEST;Budapest V.ker.;010;Sütõ u. 1. (Evangélikus Gimnázium);
BUDAPEST;Budapest V.ker.;011;Erzsébet tér 5. (Polgármesteri Hiv.(ÜSZI));Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest V.ker.;012;Nádor u. 12. (Hild József Ált. Iskola);
BUDAPEST;Budapest V.ker.;013;Nádor u. 12. (Hild József Ált. Iskola);
BUDAPEST;Budapest V.ker.;014;Vadász u. 11-13. (Idõsek klubja);
