ID;Főváros / megye;Település;Szavazókör;Szavazókör címe;Szélességi fok; Hosszúsági fok
700;BUDAPEST;Budapest XII. ker.;14;Budapest, Városmajor u. 59, 1122 Hungary;47,5069241;19,014972
701;BUDAPEST;Budapest XII. ker.;15;Budapest, Városmajor u. 59, 1122 Hungary;47,5069241;19,014972
702;BUDAPEST;Budapest XII. ker.;16;Budapest, Orbánhegyi út 7, 1126 Hungary;47,4965553;19,0163839
703;BUDAPEST;Budapest XII. ker.;17;Budapest, Kiss János altábornagy u. 31-33, 1126 Hungary;47,4930456;19,0204631
704;BUDAPEST;Budapest XII. ker.;18;Budapest, Beethoven u. 3, 1126 Hungary;47,4931906;19,0193753
705;BUDAPEST;Budapest XII. ker.;19;Budapest, Beethoven u. 3, 1126 Hungary;47,4931906;19,0193753
706;BUDAPEST;Budapest XII. ker.;20;Budapest, Mártonhegyi út 34, 1124 Hungary;47,4918428;19,0049038
707;BUDAPEST;Budapest XII. ker.;21;Budapest, Mártonhegyi út 34, 1124 Hungary;47,4918428;19,0049038
708;BUDAPEST;Budapest XII. ker.;22;Budapest, 37/a, Diana u. 35, 1125 Hungary;47,4997122;19,0056253
709;BUDAPEST;Budapest XII. ker.;23;Budapest, Németvölgyi út 46, 1126 Hungary;47,494326;19,014539
710;BUDAPEST;Budapest XII. ker.;24;Budapest, Orbánhegyi út 7, 1126 Hungary;47,4965553;19,0163839
711;BUDAPEST;Budapest XII. ker.;25;Budapest, Németvölgyi út 46, 1126 Hungary;47,494326;19,014539
712;BUDAPEST;Budapest XII. ker.;26;Budapest, Lejtő út 41, 1124 Hungary;47,4857305;19,0104469
713;BUDAPEST;Budapest XII. ker.;27;Budapest, Mártonhegyi út 34, 1124 Hungary;47,4918428;19,0049038
714;BUDAPEST;Budapest XII. ker.;28;Budapest, Kiss János altábornagy u. 31-33, 1126 Hungary;47,4930456;19,0204631
715;BUDAPEST;Budapest XII. ker.;29;Budapest, Kiss János altábornagy u. 31-33, 1126 Hungary;47,4930456;19,0204631
716;BUDAPEST;Budapest XII. ker.;30;Budapest, Kiss János altábornagy u. 31-33, 1126 Hungary;47,4930456;19,0204631
717;BUDAPEST;Budapest XII. ker.;31;Budapest, Alkotás u. 45, 1123 Hungary;47,4925977;19,0237091
718;BUDAPEST;Budapest XII. ker.;32;Budapest, Alkotás u. 45, 1123 Hungary;47,4925977;19,0237091
719;BUDAPEST;Budapest XII. ker.;33;Budapest, Alkotás u. 45, 1123 Hungary;47,4925977;19,0237091
720;BUDAPEST;Budapest XII. ker.;34;Budapest, Kiss János altábornagy u. 31-33, 1126 Hungary;47,4930456;19,0204631
721;BUDAPEST;Budapest XII. ker.;35;Budapest, Lejtő út 41, 1124 Hungary;47,4857305;19,0104469
722;BUDAPEST;Budapest XII. ker.;36;Budapest, Mártonhegyi út 34, 1124 Hungary;47,4918428;19,0049038
723;BUDAPEST;Budapest XII. ker.;37;Budapest, Mártonhegyi út 34, 1124 Hungary;47,4918428;19,0049038
724;BUDAPEST;Budapest XII. ker.;38;Budapest, Rácz Aladár út 5, 1121 Hungary;47,483004;18,9961073
725;BUDAPEST;Budapest XII. ker.;39;Budapest, Rácz Aladár út 5, 1121 Hungary;47,483004;18,9961073
726;BUDAPEST;Budapest XII. ker.;40;Budapest, Szarvas Gábor út 8c, 1125 Hungary;47,5127041;18,9947325
727;BUDAPEST;Budapest XII. ker.;41;Budapest, Virányos út 48, 1125 Hungary;47,5161019;18,9909049
728;BUDAPEST;Budapest XII. ker.;42;Budapest, Kútvölgyi út 16, 1125 Hungary;47,5115071;19,0014559
729;BUDAPEST;Budapest XII. ker.;43;Budapest, Kútvölgyi út 16, 1125 Hungary;47,5115071;19,0014559
730;BUDAPEST;Budapest XII. ker.;44;Budapest, Hollós út 5, 1121 Hungary;47,4989378;18,9889668
731;BUDAPEST;Budapest XII. ker.;45;Budapest, Diana u. 4, 1125 Hungary;47,4996145;18,9921797
732;BUDAPEST;Budapest XII. ker.;46;Budapest, Diana u. 4, 1125 Hungary;47,4996145;18,9921797
733;BUDAPEST;Budapest XII. ker.;47;Budapest, Rácz Aladár út 5, 1121 Hungary;47,483004;18,9961073
734;BUDAPEST;Budapest XII. ker.;48;Budapest, Csaba u. 16c, 1122 Hungary;47,5046839;19,0202752
735;BUDAPEST;Budapest XII. ker.;49;Budapest, Városmajor u. 59, 1122 Hungary;47,5069241;19,014972
736;BUDAPEST;Budapest XII. ker.;50;Budapest, Kútvölgyi út 16, 1125 Hungary;47,5115071;19,0014559
737;BUDAPEST;Budapest XII. ker.;51;Budapest, Virányos út 48, 1125 Hungary;47,5161019;18,9909049
738;BUDAPEST;Budapest XII. ker.;52;Budapest, Diana u. 4, 1125 Hungary;47,4996145;18,9921797
739;BUDAPEST;Budapest XII. ker.;53;Budapest, Zugligeti út 113, 1121 Hungary;47,511395;18,971221
740;BUDAPEST;Budapest XII. ker.;54;Budapest, Virányos út 48, 1125 Hungary;47,5161019;18,9909049
741;BUDAPEST;Budapest XII. ker.;55;Budapest, Városmajor u. 59, 1122 Hungary;47,5069241;19,014972
742;BUDAPEST;Budapest XIII. ker.;1;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
743;BUDAPEST;Budapest XIII. ker.;2;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
744;BUDAPEST;Budapest XIII. ker.;3;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
745;BUDAPEST;Budapest XIII. ker.;4;Budapest, Hollán Ernő u. 21b, 1136 Hungary;47,5155179;19,0512527
746;BUDAPEST;Budapest XIII. ker.;5;Budapest, Tátra u. 11, 1136 Hungary;47,5143363;19,0514712
747;BUDAPEST;Budapest XIII. ker.;6;Budapest, Tátra u. 11, 1136 Hungary;47,5143363;19,0514712
748;BUDAPEST;Budapest XIII. ker.;7;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
749;BUDAPEST;Budapest XIII. ker.;8;Budapest, Hollán Ernő u. 21b, 1136 Hungary;47,5155179;19,0512527
750;BUDAPEST;Budapest XIII. ker.;9;Budapest, Hollán Ernő u. 21b, 1136 Hungary;47,5155179;19,0512527
751;BUDAPEST;Budapest XIII. ker.;10;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
752;BUDAPEST;Budapest XIII. ker.;11;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
753;BUDAPEST;Budapest XIII. ker.;12;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
754;BUDAPEST;Budapest XIII. ker.;13;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
755;BUDAPEST;Budapest XIII. ker.;14;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
756;BUDAPEST;Budapest XIII. ker.;15;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
757;BUDAPEST;Budapest XIII. ker.;16;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
758;BUDAPEST;Budapest XIII. ker.;17;Budapest, Hegedűs Gyula u., Hungary;47,519328;19,0570999
759;BUDAPEST;Budapest XIII. ker.;18;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
760;BUDAPEST;Budapest XIII. ker.;19;Budapest, Visegrádi u. 47c, 1132 Hungary;47,5183847;19,0583086
761;BUDAPEST;Budapest XIII. ker.;20;Budapest, Visegrádi u. 47c, 1132 Hungary;47,5183847;19,0583086
762;BUDAPEST;Budapest XIII. ker.;21;Budapest, Thurzó u. 6-8, 1133 Hungary;47,5194811;19,0546024
763;BUDAPEST;Budapest XIII. ker.;22;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
764;BUDAPEST;Budapest XIII. ker.;23;Budapest, Thurzó u. 6-8, 1133 Hungary;47,5194811;19,0546024
765;BUDAPEST;Budapest XIII. ker.;24;Budapest, Thurzó u. 6-8, 1133 Hungary;47,5194811;19,0546024
766;BUDAPEST;Budapest XIII. ker.;25;Budapest, Gogol u. 32, 1133 Hungary;47,5200668;19,059631
767;BUDAPEST;Budapest XIII. ker.;26;Budapest, Gogol u. 32, 1133 Hungary;47,5200668;19,059631
768;BUDAPEST;Budapest XIII. ker.;27;Budapest, Gogol u. 32, 1133 Hungary;47,5200668;19,059631
769;BUDAPEST;Budapest XIII. ker.;28;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
770;BUDAPEST;Budapest XIII. ker.;29;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
771;BUDAPEST;Budapest XIII. ker.;30;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
772;BUDAPEST;Budapest XIII. ker.;31;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
773;BUDAPEST;Budapest XIII. ker.;32;Budapest, Angyalföldi út 1-3, 1134 Hungary;47,521638;19,063665
774;BUDAPEST;Budapest XIII. ker.;33;Budapest, Kassák Lajos u. 17, 1134 Hungary;47,519956;19,063877
775;BUDAPEST;Budapest XIII. ker.;34;Budapest, Dózsa György út 136, 1134 Hungary;47,5212354;19,0683801
776;BUDAPEST;Budapest XIII. ker.;35;Budapest, Dózsa György út 136, 1134 Hungary;47,5212354;19,0683801
777;BUDAPEST;Budapest XIII. ker.;36;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
778;BUDAPEST;Budapest XIII. ker.;37;Budapest, Kárpát u. 49, 1133 Hungary;47,526703;19,057704
779;BUDAPEST;Budapest XIII. ker.;38;Budapest, Kárpát u. 49, 1133 Hungary;47,526703;19,057704
780;BUDAPEST;Budapest XIII. ker.;39;Budapest, Kassák Lajos u. 38, 1134 Hungary;47,5242758;19,0671545
781;BUDAPEST;Budapest XIII. ker.;40;Budapest, Dózsa György út 136, 1134 Hungary;47,5212354;19,0683801
782;BUDAPEST;Budapest XIII. ker.;41;Budapest, Dózsa György út 136, 1134 Hungary;47,5212354;19,0683801
783;BUDAPEST;Budapest XIII. ker.;42;Budapest, Tüzér u. 56-58, 1134 Hungary;47,5254894;19,0712786
784;BUDAPEST;Budapest XIII. ker.;43;Budapest, Váci út 57, 1134 Hungary;47,5308346;19,0663997
785;BUDAPEST;Budapest XIII. ker.;44;Budapest, Tüzér u. 56-58, 1134 Hungary;47,5254894;19,0712786
786;BUDAPEST;Budapest XIII. ker.;45;Budapest, Tüzér u. 56-58, 1134 Hungary;47,5254894;19,0712786
787;BUDAPEST;Budapest XIII. ker.;46;Budapest, Váci út 57, 1134 Hungary;47,5308346;19,0663997
788;BUDAPEST;Budapest XIII. ker.;47;Budapest, Pap Károly u. 10, 1139 Hungary;47,5318188;19,0710477
789;BUDAPEST;Budapest XIII. ker.;48;Budapest, Váci út 57, 1134 Hungary;47,5308346;19,0663997
790;BUDAPEST;Budapest XIII. ker.;49;Budapest, Visegrádi u. 96b, 1133 Hungary;47,5257564;19,0615338
791;BUDAPEST;Budapest XIII. ker.;50;Budapest, Visegrádi u. 113, 1133 Hungary;47,5314181;19,0643178
792;BUDAPEST;Budapest XIII. ker.;51;Budapest, Vizafogó stny. 2, 1138 Hungary;47,5303708;19,0595978
793;BUDAPEST;Budapest XIII. ker.;52;Budapest, Vizafogó stny. 2, 1138 Hungary;47,5303708;19,0595978
794;BUDAPEST;Budapest XIII. ker.;53;Budapest, Vizafogó stny. 2, 1138 Hungary;47,5303708;19,0595978
795;BUDAPEST;Budapest XIII. ker.;54;Budapest, Vizafogó stny. 2, 1138 Hungary;47,5303708;19,0595978
796;BUDAPEST;Budapest XIII. ker.;55;Budapest, Csata u. 20, 1135 Hungary;47,52866;19,077466
797;BUDAPEST;Budapest XIII. ker.;56;Budapest, Szegedi út 17, 1139 Hungary;47,529388;19,081105
798;BUDAPEST;Budapest XIII. ker.;57;Budapest, Szegedi út 17, 1139 Hungary;47,529388;19,081105
799;BUDAPEST;Budapest XIII. ker.;58;Budapest, Béke u. 7, 1135 Hungary;47,5320919;19,0815074
800;BUDAPEST;Budapest XIII. ker.;59;Budapest, Csata u. 20, 1135 Hungary;47,52866;19,077466
801;BUDAPEST;Budapest XIII. ker.;60;Budapest, Szegedi út 17, 1139 Hungary;47,529388;19,081105
802;BUDAPEST;Budapest XIII. ker.;61;Budapest, Béke u. 7, 1135 Hungary;47,5320919;19,0815074
803;BUDAPEST;Budapest XIII. ker.;62;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
804;BUDAPEST;Budapest XIII. ker.;63;Budapest, Röppentyű u. 62, 1139 Hungary;47,5402349;19,077038
805;BUDAPEST;Budapest XIII. ker.;64;Budapest, Röppentyű u. 62, 1139 Hungary;47,5402349;19,077038
806;BUDAPEST;Budapest XIII. ker.;65;Budapest, Üteg u. 30, 1139 Hungary;47,5322199;19,0782836
807;BUDAPEST;Budapest XIII. ker.;66;Budapest, Üteg u. 30, 1139 Hungary;47,5322199;19,0782836
808;BUDAPEST;Budapest XIII. ker.;67;Budapest, Üteg u. 30, 1139 Hungary;47,5322199;19,0782836
809;BUDAPEST;Budapest XIII. ker.;68;Budapest, Üteg u. 30, 1139 Hungary;47,5322199;19,0782836
810;BUDAPEST;Budapest XIII. ker.;69;Budapest, Lomb u. 20, 1139 Hungary;47,5369905;19,0705541
811;BUDAPEST;Budapest XIII. ker.;70;Budapest, Pap Károly u. 22c, 1139 Hungary;47,5336839;19,0728154
812;BUDAPEST;Budapest XIII. ker.;71;Budapest, Karikás Frigyes u. 3, 1138 Hungary;47,5357504;19,0662549
813;BUDAPEST;Budapest XIII. ker.;72;Budapest, Karikás Frigyes u. 3, 1138 Hungary;47,5357504;19,0662549
814;BUDAPEST;Budapest XIII. ker.;73;Budapest, Karikás Frigyes u. 3, 1138 Hungary;47,5357504;19,0662549
815;BUDAPEST;Budapest XIII. ker.;74;Budapest, Karikás Frigyes u. 3, 1138 Hungary;47,5357504;19,0662549
816;BUDAPEST;Budapest XIII. ker.;75;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
817;BUDAPEST;Budapest XIII. ker.;76;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
818;BUDAPEST;Budapest XIII. ker.;77;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
819;BUDAPEST;Budapest XIII. ker.;78;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
820;BUDAPEST;Budapest XIII. ker.;79;Budapest, Jász u. 130, 1131 Hungary;47,5429558;19,0898796
821;BUDAPEST;Budapest XIII. ker.;80;Budapest, Jász u. 130, 1131 Hungary;47,5429558;19,0898796
822;BUDAPEST;Budapest XIII. ker.;81;Budapest, Fiastyúk u. 47, 1139 Hungary;47,5424411;19,0818994
823;BUDAPEST;Budapest XIII. ker.;82;Budapest, Fiastyúk u. 47, 1139 Hungary;47,5424411;19,0818994
824;BUDAPEST;Budapest XIII. ker.;83;Budapest, Fiastyúk u. 47, 1139 Hungary;47,5424411;19,0818994
825;BUDAPEST;Budapest XIII. ker.;84;Budapest, Fiastyúk u. 47, 1139 Hungary;47,5424411;19,0818994
826;BUDAPEST;Budapest XIII. ker.;85;Budapest, Tomori u. 2, 1131 Hungary;47,54521;19,0767203
827;BUDAPEST;Budapest XIII. ker.;86;Budapest, Tomori u. 2, 1131 Hungary;47,54521;19,0767203
828;BUDAPEST;Budapest XIII. ker.;87;Budapest, Tomori u. 2, 1131 Hungary;47,54521;19,0767203
829;BUDAPEST;Budapest XIII. ker.;88;Budapest, Nővér u. 15, 1139 Hungary;47,545838;19,086083
830;BUDAPEST;Budapest XIII. ker.;89;Budapest, Nővér u. 15, 1139 Hungary;47,545838;19,086083
831;BUDAPEST;Budapest XIII. ker.;90;Budapest, Göncöl u. 28-30, 1131 Hungary;47,547273;19,0803589
832;BUDAPEST;Budapest XIII. ker.;91;Budapest, Göncöl u. 28-30, 1131 Hungary;47,547273;19,0803589
833;BUDAPEST;Budapest XIII. ker.;92;Budapest, Új Palotai út 14, 1138 Hungary;47,5518552;19,0820134
834;BUDAPEST;Budapest XIII. ker.;93;Budapest, Nővér u. 15, 1139 Hungary;47,545838;19,086083
835;BUDAPEST;Budapest XIII. ker.;94;Budapest, Gyöngyösi stny. 7, 1138 Hungary;47,551498;19,078554
836;BUDAPEST;Budapest XIII. ker.;95;Budapest, Gyöngyösi stny. 7, 1138 Hungary;47,551498;19,078554
837;BUDAPEST;Budapest XIII. ker.;96;Budapest, Madarász Viktor u. 3, 1131 Hungary;47,5436369;19,0743789
838;BUDAPEST;Budapest XIII. ker.;97;Budapest, Gyöngyösi stny. 7, 1138 Hungary;47,551498;19,078554
839;BUDAPEST;Budapest XIII. ker.;98;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
840;BUDAPEST;Budapest XIV. ker.;1;Budapest, Csáktornya park 1, 1142 Hungary;47,5363604;19,1078521
841;BUDAPEST;Budapest XIV. ker.;2;Budapest, Csáktornya park 1, 1142 Hungary;47,5363604;19,1078521
842;BUDAPEST;Budapest XIV. ker.;3;Budapest, Csáktornya park 1, 1142 Hungary;47,5363604;19,1078521
843;BUDAPEST;Budapest XIV. ker.;4;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
844;BUDAPEST;Budapest XIV. ker.;5;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
845;BUDAPEST;Budapest XIV. ker.;6;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
846;BUDAPEST;Budapest XIV. ker.;7;Budapest, Ungvár u. 36, 1142 Hungary;47,530126;19,103098
847;BUDAPEST;Budapest XIV. ker.;8;Budapest, Ungvár u. 36, 1142 Hungary;47,530126;19,103098
848;BUDAPEST;Budapest XIV. ker.;9;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
849;BUDAPEST;Budapest XIV. ker.;10;Budapest, Ungvár u. 36, 1142 Hungary;47,530126;19,103098
850;BUDAPEST;Budapest XIV. ker.;11;Budapest, Ungvár u. 24a, 1142 Hungary;47,527555;19,10105
851;BUDAPEST;Budapest XIV. ker.;12;Budapest, Ungvár u. 24a, 1142 Hungary;47,527555;19,10105
852;BUDAPEST;Budapest XIV. ker.;13;Budapest, Ungvár u. 36, 1142 Hungary;47,530126;19,103098
853;BUDAPEST;Budapest XIV. ker.;14;Budapest, Erzsébet királyné útja 35, 1145 Hungary;47,5208344;19,1001481
854;BUDAPEST;Budapest XIV. ker.;15;Budapest, Róna u. 177-181, 1145 Hungary;47,519782;19,1039769
855;BUDAPEST;Budapest XIV. ker.;16;Budapest, Erzsébet királyné útja 35, 1145 Hungary;47,5208344;19,1001481
856;BUDAPEST;Budapest XIV. ker.;17;Budapest, Erzsébet királyné útja 35, 1145 Hungary;47,5208344;19,1001481
857;BUDAPEST;Budapest XIV. ker.;18;Budapest, Bácskai u. 17a, 1145 Hungary;47,515231;19,102499
858;BUDAPEST;Budapest XIV. ker.;19;Budapest, Róna u. 177-181, 1145 Hungary;47,519782;19,1039769
859;BUDAPEST;Budapest XIV. ker.;20;Budapest, Újvidék tér 3, 1145 Hungary;47,5114506;19,107049
860;BUDAPEST;Budapest XIV. ker.;21;Budapest, Erzsébet királyné útja 35, 1145 Hungary;47,5208344;19,1001481
861;BUDAPEST;Budapest XIV. ker.;22;Budapest, Hermina út 23, 1146 Hungary;47,5140032;19,0926178
862;BUDAPEST;Budapest XIV. ker.;23;Budapest, Hermina út 9-15, 1146 Hungary;47,512419;19,0949549
863;BUDAPEST;Budapest XIV. ker.;24;Budapest, Ajtósi Dürer sor 15, 1146 Hungary;47,5083837;19,0880587
864;BUDAPEST;Budapest XIV. ker.;25;Budapest, Ajtósi Dürer sor 15, 1146 Hungary;47,5083837;19,0880587
865;BUDAPEST;Budapest XIV. ker.;26;Budapest, Ajtósi Dürer sor 15, 1146 Hungary;47,5083837;19,0880587
866;BUDAPEST;Budapest XIV. ker.;27;Budapest, Stefánia út 55, 1143 Hungary;47,505438;19,098825
867;BUDAPEST;Budapest XIV. ker.;28;Budapest, Ilosvai Selymes tér 21, 1147 Hungary;47,5272497;19,1092813
868;BUDAPEST;Budapest XIV. ker.;29;Budapest, Ilosvai Selymes tér 21, 1147 Hungary;47,5272497;19,1092813
869;BUDAPEST;Budapest XIV. ker.;30;Budapest, Kerékgyártó u. 35-39, 1147 Hungary;47,525193;19,1104371
870;BUDAPEST;Budapest XIV. ker.;31;Budapest, Telepes u. 32, 1147 Hungary;47,5228818;19,112824
871;BUDAPEST;Budapest XIV. ker.;32;Budapest, Telepes u. 32, 1147 Hungary;47,5228818;19,112824
872;BUDAPEST;Budapest XIV. ker.;33;Budapest, Telepes u. 32, 1147 Hungary;47,5228818;19,112824
873;BUDAPEST;Budapest XIV. ker.;34;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
874;BUDAPEST;Budapest XIV. ker.;35;Budapest, Egressy út 182, 1141 Hungary;47,522761;19,13071
875;BUDAPEST;Budapest XIV. ker.;36;Budapest, Egressy út 182, 1141 Hungary;47,522761;19,13071
876;BUDAPEST;Budapest XIV. ker.;37;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
877;BUDAPEST;Budapest XIV. ker.;38;Budapest, Rózsavölgyi tér 4, 1141 Hungary;47,5186373;19,1162783
878;BUDAPEST;Budapest XIV. ker.;39;Budapest, Rózsavölgyi tér 4, 1141 Hungary;47,5186373;19,1162783
879;BUDAPEST;Budapest XIV. ker.;40;Budapest, Pétervárad u. 11-17, 1145 Hungary;47,5187871;19,1099222
880;BUDAPEST;Budapest XIV. ker.;41;Budapest, Bölcsőde u. 1, 1149 Hungary;47,5137799;19,1090159
881;BUDAPEST;Budapest XIV. ker.;42;Budapest, Egressy út 69, 1149 Hungary;47,512741;19,1173119
882;BUDAPEST;Budapest XIV. ker.;43;Budapest, Egressy út 69, 1149 Hungary;47,512741;19,1173119
883;BUDAPEST;Budapest XIV. ker.;44;Budapest, Lengyel u. 21, 1148 Hungary;47,515686;19,125336
884;BUDAPEST;Budapest XIV. ker.;45;Budapest, Lengyel u. 23, 1148 Hungary;47,5160468;19,1256005
885;BUDAPEST;Budapest XIV. ker.;46;Budapest, Fráter György tér 12, 1149 Hungary;47,509168;19,120773
886;BUDAPEST;Budapest XIV. ker.;47;Budapest, Újvidék stny. 2, 1145 Hungary;47,5111674;19,1107185
887;BUDAPEST;Budapest XIV. ker.;48;Budapest, Újvidék tér 3, 1145 Hungary;47,5114506;19,107049
888;BUDAPEST;Budapest XIV. ker.;49;Budapest, Újvidék tér 3, 1145 Hungary;47,5114506;19,107049
889;BUDAPEST;Budapest XIV. ker.;50;Budapest, Őrnagy u. 5, 1143 Hungary;47,5015529;19,1114734
890;BUDAPEST;Budapest XIV. ker.;51;Budapest, Őrnagy u. 11, 1143 Hungary;47,5022472;19,1112962
891;BUDAPEST;Budapest XIV. ker.;52;Budapest, Pillangó park 3-5, 1149 Hungary;47,503617;19,122265
892;BUDAPEST;Budapest XIV. ker.;53;Budapest, Pillangó park 3-5, 1149 Hungary;47,503617;19,122265
893;BUDAPEST;Budapest XIV. ker.;54;Budapest, Utász u. 23, 1143 Hungary;47,5027208;19,1090779
894;BUDAPEST;Budapest XIV. ker.;55;Budapest, Stefánia út 55, 1143 Hungary;47,505438;19,098825
895;BUDAPEST;Budapest XIV. ker.;56;Budapest, Egressy út 1f, 1149 Hungary;47,504968;19,101824
896;BUDAPEST;Budapest XIV. ker.;57;Budapest, Egressy út 1f, 1149 Hungary;47,504968;19,101824
897;BUDAPEST;Budapest XIV. ker.;58;Budapest, Utász u. 23, 1143 Hungary;47,5027208;19,1090779
898;BUDAPEST;Budapest XIV. ker.;59;Budapest, Őrnagy u. 5, 1143 Hungary;47,5015529;19,1114734
899;BUDAPEST;Budapest XIV. ker.;60;Budapest, Egressy út 182, 1141 Hungary;47,522761;19,13071
900;BUDAPEST;Budapest XIV. ker.;61;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
901;BUDAPEST;Budapest XIV. ker.;62;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
902;BUDAPEST;Budapest XIV. ker.;63;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
903;BUDAPEST;Budapest XIV. ker.;64;Budapest, Mogyoródi út 128, 1141 Hungary;47,518236;19,131779
904;BUDAPEST;Budapest XIV. ker.;65;Budapest, Lengyel u. 23, 1148 Hungary;47,5160468;19,1256005
905;BUDAPEST;Budapest XIV. ker.;66;Budapest, Lengyel u. 23, 1148 Hungary;47,5160468;19,1256005
906;BUDAPEST;Budapest XIV. ker.;67;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
907;BUDAPEST;Budapest XIV. ker.;68;Budapest, Tihany tér 37, 1141 Hungary;47,5115408;19,1373152
908;BUDAPEST;Budapest XIV. ker.;69;Budapest, Mogyoródi út 128, 1141 Hungary;47,518236;19,131779
909;BUDAPEST;Budapest XIV. ker.;70;Budapest, Tihany tér 37, 1141 Hungary;47,5115408;19,1373152
910;BUDAPEST;Budapest XIV. ker.;71;Budapest, Mogyoródi út 128, 1141 Hungary;47,518236;19,131779
911;BUDAPEST;Budapest XIV. ker.;72;Budapest, Mogyoródi út 128, 1141 Hungary;47,518236;19,131779
912;BUDAPEST;Budapest XIV. ker.;73;Budapest, Álmos vezér útja 46, 1141 Hungary;47,5099793;19,1324539
913;BUDAPEST;Budapest XIV. ker.;74;Budapest, Wass Albert tér 12, 1148 Hungary;47,509922;19,122898
914;BUDAPEST;Budapest XIV. ker.;75;Budapest, Wass Albert tér 12, 1148 Hungary;47,509922;19,122898
915;BUDAPEST;Budapest XIV. ker.;76;Budapest, Pillangó park 3-5, 1149 Hungary;47,503617;19,122265
916;BUDAPEST;Budapest XIV. ker.;77;Budapest, Kaffka Margit köz 2, 1148 Hungary;47,505942;19,1293171
917;BUDAPEST;Budapest XIV. ker.;78;Budapest, Kaffka Margit köz 2, 1148 Hungary;47,505942;19,1293171
918;BUDAPEST;Budapest XIV. ker.;79;Budapest, Padlizsán utca 11-13, 1148 Hungary;47,50445;19,127868
919;BUDAPEST;Budapest XIV. ker.;80;Budapest, Kántorné stny. 9, 1144 Hungary;47,505634;19,143228
920;BUDAPEST;Budapest XIV. ker.;81;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
921;BUDAPEST;Budapest XIV. ker.;82;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
922;BUDAPEST;Budapest XIV. ker.;83;Budapest, Tihany tér 37, 1141 Hungary;47,5115408;19,1373152
923;BUDAPEST;Budapest XIV. ker.;84;Budapest, Álmos vezér útja 46, 1141 Hungary;47,5099793;19,1324539
924;BUDAPEST;Budapest XIV. ker.;85;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
925;BUDAPEST;Budapest XIV. ker.;86;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
926;BUDAPEST;Budapest XIV. ker.;87;Budapest, Álmos vezér útja 46, 1141 Hungary;47,5099793;19,1324539
927;BUDAPEST;Budapest XIV. ker.;88;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
928;BUDAPEST;Budapest XIV. ker.;89;Budapest, Gvadányi u. 40, 1144 Hungary;47,5080417;19,1512782
929;BUDAPEST;Budapest XIV. ker.;90;Budapest, Ond vezér park 5, 1144 Hungary;47,507331;19,147187
930;BUDAPEST;Budapest XIV. ker.;91;Budapest, Ond vezér park 5, 1144 Hungary;47,507331;19,147187
931;BUDAPEST;Budapest XIV. ker.;92;Budapest, Gvadányi u. 40, 1144 Hungary;47,5080417;19,1512782
