választókerület;szavazókör;Fidesz-KDNP;Összefogás;Jobbik;LMP;megjelent;összes választó;Szavazókör címe
k02;sz0605;388;260;58;63;779;1052;Bocskai út 47-49. (Ált.Isk.)
k02;sz0606;376;194;46;47;676;908;Zólyomi út 20-22. (Óvoda)
k02;sz0607;319;232;51;50;671;842;Zólyomi út 20-22. (Óvoda)
k02;sz0608;421;231;41;63;773;948;Érdi út 2. (Ált.Isk.)
k02;sz0609;279;230;68;60;647;860;Dayka Gábor utca 4/B. (Óvoda)
k02;sz0610;294;240;49;48;645;847;Dayka Gábor utca 4/B. (Óvoda)
k02;sz0611;364;270;67;77;791;957;Dayka Gábor utca 4/B. (Óvoda)
k02;sz0612;386;255;51;72;789;956;Érdi út 2. (Ált.Isk.)
k02;sz0613;387;234;59;55;755;927;Érdi út 2. (Ált.Isk.)
k02;sz0614;345;281;35;49;728;879;Érdi út 2. (Ált.Isk.)
k02;sz0615;367;296;38;78;792;946;Csiki-hegyek utca 13-15. (Ált.Isk.)
k02;sz0616;407;252;42;86;801;984;Csiki-hegyek utca 13-15. (Ált.Isk.)
k02;sz0617;317;343;46;75;805;963;Csiki-hegyek utca 13-15. (Ált.Isk.)
k02;sz0618;340;332;57;66;809;1013;Beregszász út 10. (Öveges József Szakiskola)
k02;sz0619;252;306;54;42;671;976;Törökugrató utca 15. (Ált.Isk.)
k02;sz0620;270;319;79;36;714;994;Törökugrató utca 15. (Ált.Isk.)
k02;sz0621;263;236;43;52;608;800;Törökugrató utca 15. (Ált.Isk.)
k02;sz0622;261;276;65;61;684;883;Törökugrató utca 15. (Ált.Isk.)
k02;sz0623;295;237;74;36;667;880;Törökugrató utca 15. (Ált.Isk.)
k02;sz0624;270;331;55;43;728;959;Csiki-hegyek utca 13-15. (Ált.Isk.)
k02;sz0625;257;293;65;63;710;888;Csiki-hegyek utca 13-15. (Ált.Isk.)
k02;sz0626;268;261;63;48;658;852;Csiki-hegyek utca 13-15. (Ált.Isk.)
k02;sz0627;226;214;58;47;560;764;Csiki-hegyek utca 13-15. (Ált.Isk.)
k02;sz0628;393;300;47;64;832;1095;Törökugrató utca 15. (Ált.Isk.)
k02;sz0629;272;325;69;68;763;1039;Menyecske utca 2. (Ált.Isk.)
k02;sz0630;317;347;62;95;844;1068;Beregszász út 10. (Öveges József Szakiskola)
k02;sz0631;290;271;57;41;681;869;Beregszász út 10. (Öveges József Szakiskola)
k02;sz0632;225;262;57;34;592;772;Menyecske utca 2. (Ált.Isk.)
k02;sz0633;249;335;75;62;735;1003;Menyecske utca 2. (Ált.Isk.)
k02;sz0634;229;207;59;28;545;770;Menyecske utca 2. (Ált.Isk.)
k02;sz0635;210;235;65;48;580;772;Menyecske utca 2. (Ált.Isk.)
k02;sz0636;285;278;88;46;718;973;Menyecske utca 2. (Ált.Isk.)
k02;sz0637;270;219;68;42;635;917;Bartók Béla út 141. (Ált.Isk.)
k02;sz0638;293;230;60;46;640;1009;Keveháza utca 2. (Ált.Isk.)
k02;sz0639;200;172;72;32;488;794;Bartók Béla út 141. (Ált.Isk.)
k02;sz0640;322;208;57;58;670;925;Bartók Béla út 141. (Ált.Isk.)
k02;sz0641;337;276;56;73;765;962;Mérnök utca 42. (Óvoda)
k02;sz0642;215;186;49;49;516;760;Mérnök utca 42. (Óvoda)
k02;sz0643;226;202;34;42;528;762;Mérnök utca 42. (Óvoda)
k02;sz0644;232;225;48;42;563;789;Keveháza utca 2. (Ált.Isk.)
k02;sz0645;242;264;71;38;644;873;Keveháza utca 2. (Ált.Isk.)
k02;sz0646;255;232;49;50;607;843;Keveháza utca 2. (Ált.Isk.)
k02;sz0647;210;228;57;36;546;784;Keveháza utca 2. (Ált.Isk.)
k02;sz0648;203;218;72;42;557;795;Mérnök utca 42. (Óvoda)
k02;sz0649;152;245;55;41;515;738;Mérnök utca 42. (Óvoda)
k18;sz0650;309;296;62;57;751;956;Sopron út 50. (Ált.Isk.)
k18;sz0651;320;326;58;85;822;1147;Sopron út 50. (Ált.Isk.)
k18;sz0652;200;278;67;61;633;995;Sopron út 50. (Ált.Isk.)
k18;sz0653;293;344;67;69;798;1040;Sopron út 50. (Ált.Isk.)
k18;sz0654;336;326;97;52;850;1157;Sopron út 50. (Ált.Isk.)
k18;sz0655;369;346;69;86;904;1266;Sopron út 50. (Ált.Isk.)
k18;sz0656;233;266;79;29;637;938;Fogócska utca 4. (Ált.Isk.)
k18;sz0657;281;273;49;73;709;1004;Fogócska utca 4. (Ált.Isk.)
k18;sz0658;245;252;78;76;689;970;Fehérvári út 182. (Kihelyezett Ügyfélszolg.)
k18;sz0659;206;202;64;29;521;802;Kiskõrös utca 1. (Ált.Isk.)
k18;sz0660;248;252;53;53;631;844;Gyékényes utca 45-47. (Albertfalvi Köz. Ház)
k18;sz0661;257;235;80;47;665;983;Gyékényes utca 45-47. (Albertfalvi Köz. Ház)
k18;sz0662;185;181;71;27;492;787;Bükköny utca 9. (Óvoda)
k18;sz0663;234;295;120;44;721;1069;Bükköny utca 9. (Óvoda)
k18;sz0664;181;221;43;32;493;727;Bükköny utca 9. (Óvoda)
k18;sz0665;202;298;102;29;665;909;Bükköny utca 9. (Óvoda)
k18;sz0666;235;205;64;26;540;818;Kiskõrös utca 1. (Ált.Isk.)
k18;sz0667;227;237;59;44;596;855;Kiskõrös utca 1. (Ált.Isk.)
k18;sz0668;152;167;58;30;427;694;Kiskõrös utca 1. (Ált.Isk.)
k18;sz0669;233;214;69;30;573;827;Fogócska utca 4. (Ált.Isk.)
k18;sz0670;154;236;31;40;474;677;Bikszádi utca 11-15. (Ált.Isk.)
k18;sz0671;210;234;50;40;559;716;Bikszádi utca 11-15. (Ált.Isk.)
k18;sz0672;251;256;87;30;650;945;Mérnök utca 42. (Óvoda)
k18;sz0673;348;326;78;72;854;1050;Bikszádi utca 11-15. (Ált.Isk.)
k18;sz0674;343;295;58;56;776;1046;Bikszádi utca 61-63. (Ált.Isk.)
k18;sz0675;267;335;97;37;766;1111;Bikszádi utca 61-63. (Ált.Isk.)
k18;sz0676;253;236;69;25;613;879;Bikszádi utca 61-63. (Ált.Isk.)
k18;sz0677;185;236;60;43;546;785;Bikszádi utca 61-63. (Ált.Isk.)
k18;sz0678;258;244;53;59;637;801;Fogócska utca 4. (Ált.Isk.)
k18;sz0679;185;247;49;45;549;748;Fogócska utca 4. (Ált.Isk.)
k18;sz0680;287;267;57;64;683;876;Fogócska utca 4. (Ált.Isk.)
k18;sz0681;267;274;75;67;705;899;Kiskõrös utca 1. (Ált.Isk.)
k18;sz0682;311;234;59;38;661;856;Kiskõrös utca 1. (Ált.Isk.)
k18;sz0683;303;244;98;55;725;948;Kecskeméti J. utca 14. (Ált.Isk.)
k18;sz0684;360;226;75;60;739;953;Kecskeméti J. utca 14. (Ált.Isk.)
k18;sz0685;320;224;68;39;676;872;Kecskeméti J. utca 14. (Ált.Isk.)
k18;sz0686;313;292;81;56;760;1024;Kecskeméti J. utca 14. (Ált.Isk.)
k18;sz0687;197;216;63;23;541;1005;Kamaraerdei út 16. (Szoc. Otthon)
k03;sz0688;232;170;44;53;516;687;Csaba u. 16/c. (Pannonia Sacra Kat.  Ált. Iskola)
k03;sz0689;190;186;56;44;492;741;Ráth György u. 18-20. (Krisztinavárosi Bölcsöde)
k03;sz0690;162;109;40;34;353;516;Orbánhegyi út 3/a. (Orbánhegyi Óvoda)
k03;sz0691;311;170;33;50;581;767;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)
k03;sz0692;211;142;34;39;434;639;Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola)
k03;sz0693;1121;795;179;291;2543;2905;Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola)
k03;sz0694;299;183;49;76;632;836;Kiss J. altb. u. 31-33/a. (ELTE Gyakorló Iskola)
k03;sz0695;247;303;45;56;677;893;Kiss J. altb. u. 31-33/a. (ELTE Gyakorló Iskola)
k03;sz0696;354;207;39;96;720;939;Orbánhegyi út 3/a.  (Orbánhegyi Óvoda)
k03;sz0697;398;272;50;84;843;1026;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)
k03;sz0698;307;232;35;63;654;836;Diana u. 4. (Jókai Mór Ált. Isk.)
k03;sz0699;397;283;43;76;818;1025;Diana u. 35-37/a. (SOTE Gyakorló Iskola)
k03;sz0700;253;191;32;47;531;653;Fodor u. 2/c. (Háziorvosi Rendelõ)
k03;sz0701;246;173;29;52;508;660;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)
k03;sz0702;271;205;12;66;568;751;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)
k03;sz0703;300;168;43;54;580;736;Orbánhegyi út 7. (Fekete István Ált. Iskola)
k03;sz0704;343;181;67;64;685;964;Kiss J. altb. u. 31-33/a.( ELTE Gyakorló Iskola)
k03;sz0705;330;198;31;61;644;856;Beethoven u. 3. (ELTE Gyakorló Iskola)
k03;sz0706;340;191;44;67;663;864;Beethoven u. 3. (ELTE Gyakorló Iskola)
k03;sz0707;173;372;24;51;638;817;Mártonhegyi út 34. (Tamási Áron Iskola)
k03;sz0708;247;259;19;61;604;799;Mártonhegyi út 34. (Tamási Áron Iskola)
k03;sz0709;205;181;19;27;439;546;Diana u. 35-37/a. (SOTE Gyakorló Iskola)
k03;sz0710;234;167;18;65;497;734;Németvölgyi út 46. (Németvölgyi Általános Iskola)
k03;sz0711;248;208;23;36;522;637;Orbánhegyi út 7. (Fekete István Ált. Iskola)
k03;sz0712;319;195;31;69;627;774;Németvölgyi út 46.( Németvölgyi Általános Iskola)
k03;sz0713;330;167;34;62;608;732;Lejtõ út 41. (Táltos Óvoda )
k03;sz0714;351;161;27;60;616;745;Mártonhegyi út 34. (Tamási Áron Iskola)
k03;sz0715;395;223;60;67;770;1041;Kiss J. altb. u. 31-33/a. (ELTE Gyakorló Iskola)
k03;sz0716;272;178;36;47;553;708;Kiss J. altb. u. 33/b (Hegyvidéki Gondozási Kp.)
k03;sz0717;340;238;35;86;723;909;Kiss J. altb. u. 34. (Családsegítõ Központ)
k03;sz0718;252;172;48;62;552;741;Alkotás u. 45. (Budai RajzIskola )
k03;sz0719;296;207;42;93;655;852;Alkotás u. 45. (Budai RajzIskola)
k03;sz0720;325;226;54;82;716;990;Alkotás u. 45. (Budai RajzIskola)
k03;sz0721;392;242;27;43;719;882;Kiss J. altb. u. 33/b (Hegyvidéki Gondozási Kp.)
k03;sz0722;338;237;37;81;715;883;Lejtõ út 41. (Táltos Óvoda)
k03;sz0723;291;198;27;49;578;721;Mártonhegyi út 34. (Tamási Áron Iskola)
k03;sz0724;292;219;26;51;606;771;Mártonhegyi út 34. (Tamási Áron Iskola)
k03;sz0725;322;286;49;80;758;954;Rácz Aladár út 5. (Háziorvosi Rendelõ)
k03;sz0726;351;275;52;70;768;965;Rácz Aladár út 5. (Háziorvosi Rendelõ)
k03;sz0727;322;179;29;70;615;758;Szarvas Gábor út 8/c. (Virányos Gondozási Központ)
k03;sz0728;239;188;17;54;517;631;Virányos út 48.  (Virányos Általános Iskola)
k03;sz0729;371;231;35;65;722;893;Kútvölgyi út 16. (Nõvérszállás)
k03;sz0730;316;296;43;83;758;957;Kútvölgyi út 16. (Nõvérszállás)
k03;sz0731;338;307;29;84;768;989;Hollós út 5. (Jókai klub)
k03;sz0732;184;183;42;41;456;643;Diana u. 4. (Jókai Mór Általános Iskola)
k03;sz0733;313;295;39;106;775;1024;Diana u. 4. (Jókai Mór Általános Iskola)
k03;sz0734;339;280;64;69;769;1005;Rácz Aladár út 5. (Háziorvosi Rendelõ)
k03;sz0735;310;180;41;52;619;895;Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola)
k03;sz0736;368;245;34;57;718;924;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)
k03;sz0737;288;239;39;64;636;822;Kútvölgyi út 16. (Nõvérszállás)
k03;sz0738;240;168;25;43;496;629;Virányos út 48. (Virányos Általános Iskola)
k03;sz0739;355;238;47;88;748;940;Diana u. 4. (Jókai Mór Általános Iskola)
k03;sz0740;328;248;51;53;699;901;Zugligeti út 113. (Zugligeti Általános Iskola)
k03;sz0741;227;218;30;56;541;726;Virányos út 48. (Virányos Általános Iskola)
k03;sz0742;321;156;32;50;570;738;Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)
k07;sz0743;129;169;17;27;349;592;Radnóti M. utca  8-10. (Gárdonyi G. Ált.Isk.)
k07;sz0744;127;177;31;41;391;606;Radnóti M. utca  8-10. (Gárdonyi G. Ált. Isk.)
k07;sz0745;120;196;29;31;392;592;Radnóti M. utca  8-10. (Gárdonyi G. Ált. Isk.)
k07;sz0746;190;319;24;32;578;812;Hollán Ernõ utca 21/b. (Zenei Alapfokú Mûv. Isk.)
k07;sz0747;141;283;41;33;513;709;Tátra utca 11. (Háziorvosi rendelõ)
k07;sz0748;118;253;23;33;435;597;Tátra utca 11. (Háziorvosi rendelõ)
k07;sz0749;137;282;36;65;535;700;Radnóti M. utca 35. (Herman Ottó Tagiskola)
k07;sz0750;148;307;11;50;526;660;Hollán Ernõ utca  21/b. (Zenei Alapfokú Mûv. Isk.)
k07;sz0751;179;312;24;54;585;790;Hollán Ernõ utca  21/b. (Zenei Alapfokú Mûv. Isk.)
k07;sz0752;180;288;45;51;583;879;Radnóti M. utca 8-10. (Gárdonyi G. Ált. Isk.)
k07;sz0753;180;264;58;51;567;858;Radnóti M. utca 8-10. (Gárdonyi G. Ált. Isk.)
k07;sz0754;200;237;52;42;560;830;Radnóti M. utca 8-10. (Gárdonyi G. Ált. Isk.)
k07;sz0755;177;329;26;59;606;878;Radnóti M. utca 35. (Herman Ottó Tagiskola)
k07;sz0756;118;329;17;55;530;720;Radnóti M. utca 35. (Herman Ottó Tagiskola)
k07;sz0757;134;346;13;31;534;689;Radnóti M. utca 35. (Herman Ottó Tagiskola)
k07;sz0758;157;356;24;48;599;785;Radnóti M. utca 35. (Herman Ottó Tagiskola)
k07;sz0759;244;346;40;61;715;1010;Hegedûs Gy. u. 43. (Mozgássérültek Bp-i Egy.)
k07;sz0760;174;259;33;37;532;736;Radnóti M. u. 8-10.   (Gárdonyi Géza Ált. Isk.)
k07;sz0761;176;318;53;50;615;848;Visegrádi u. 47/c. (Szakorvosi Rendelõ)
k07;sz0762;157;284;45;56;563;770;Visegrádi u. 47/c. (Szakorvosi Rendelõ)
k07;sz0763;214;383;34;50;700;959;Thurzó utca 6-8. (Napsugár Tagóvoda)
k07;sz0764;148;355;16;30;561;714;Radnóti M. utca 35. (Herman Ottó Tagiskola)
k07;sz0765;209;521;42;56;856;1099;Thurzó utca 6-8. (Napsugár Tagóvoda)
k07;sz0766;248;431;35;76;805;1058;Thurzó utca 6-8. (Napsugár Tagóvoda)
k07;sz0767;247;346;54;38;706;992;Gogol utca 32. (Hétszín Tagóvoda)
k07;sz0768;178;333;47;52;626;929;Gogol utca 32. (Hétszín Tagóvoda)
k07;sz0769;148;206;53;47;466;742;Gogol utca 32. (Hétszín Tagóvoda)
k07;sz0770;163;349;55;43;624;868;Tutaj utca 7-11. (Pannónia Ált. Isk.)
k07;sz0771;142;320;25;54;558;820;Tutaj utca 7-11. (Pannónia Ált. Isk.)
k07;sz0772;166;211;39;33;461;663;Tutaj utca 7-11. (Pannónia Ált. Isk.)
k07;sz0773;225;399;49;40;737;1143;Tutaj utca 7-11. (Pannónia Ált. Isk.)
k07;sz0774;181;246;34;30;507;750;Angyalföldi út 1-3. (Angyalkert Tagóvoda)
k07;sz0775;201;282;78;40;625;1120;Kassák Lajos utca 17. (Meséskert Tagóvoda)
k07;sz0776;166;251;83;34;556;1102;Dózsa Gy. út 136. (É-Z. és Testnev. Ált. Isk.)
k07;sz0777;169;225;94;23;530;1211;Dózsa Gy. út 136. (É-Z. és Testnev.  Ált. Isk.)
k07;sz0778;263;389;42;43;757;1007;Tutaj utca 7-11. (Pannónia Ált. Isk.)
k07;sz0779;262;401;68;58;816;1076;Kárpát utca 49-53. (Berzsenyi Dániel Gimn.)
k07;sz0780;244;423;50;54;795;1019;Kárpát utca 49-53. (Berzsenyi Dániel Gimn.)
k07;sz0781;239;292;104;58;730;1272;Kassák Lajos utca 38. (Idõsek Klubja)
k07;sz0782;147;183;54;47;453;1210;Dózsa Gy. út 136. (É-Z. és Testnev.  Ált. Isk )
k07;sz0783;160;435;63;33;716;1072;Dózsa Gy. út 136. (É-Z. és Testnev.  Ált. Isk.)
k07;sz0784;161;392;76;45;698;1128;Tüzér utca 56-58. (Prevenciós Központ)
k07;sz0785;211;239;50;46;570;818;Váci út 57. (PRIZMA Ált.Isk. és Óvoda)
k07;sz0786;123;423;43;36;651;848;Tüzér utca 56-58. (Prevenciós Központ)
k07;sz0787;118;319;53;41;547;756;Tüzér utca 56-58. (Prevenciós Központ)
k07;sz0788;205;369;60;40;710;1081;Váci út 57. (PRIZMA Ált. Isk.és Óvoda)
k07;sz0789;208;228;83;30;577;1051;Pap Károly utca 10. (Háziorvosi Rendelõ)
k07;sz0790;134;180;38;27;391;674;Váci út 57. (PRIZMA Ált.Isk. és Óvoda)
k07;sz0791;238;352;49;58;721;1086;Visegrádi utca 96/b.  (Idõsek Klubja)
k07;sz0792;197;278;77;50;624;1021;Visegrádi u. 113. (Közszolgáltató Zrt.)
k07;sz0793;225;419;67;46;783;1075;Vizafogó sétány 2. (Vizafogó Tagiskola)
k07;sz0794;215;318;74;35;662;949;Vizafogó sétány 2. (Vizafogó Tagiskola)
k07;sz0795;239;318;51;38;660;874;Vizafogó sétány 2. (Vizafogó Tagiskola)
k07;sz0796;162;332;42;41;603;825;Vizafogó sétány 2. (Vizafogó Tagiskola)
k07;sz0797;237;356;89;71;796;1193;Csata utca 20. (Csata Utcai Ált. Isk.)
k07;sz0798;165;170;74;29;464;966;Szegedi út 17. (Szakorvosi Rendelõ)
k07;sz0799;223;318;63;46;668;1060;Szegedi út 17. (Szakorvosi Rendelõ)
k07;sz0800;849;1075;256;263;2540;3145;Béke út 7. (Gyermekorvosi Rend. és Védõnõi Szolg.)
k07;sz0801;244;309;74;36;697;1078;Csata utca 20. (Csata Utcai Ált. Isk.)
k07;sz0802;118;197;28;31;389;718;Szegedi út 17. (Szakorvosi Rendelõ)
k07;sz0803;185;255;88;38;590;1032;Béke út 7. (Gyermekorvosi Rend. és Védõnõi Szolg.)
k07;sz0804;263;376;77;50;785;1244;Futár utca 18. (Eötvös József Ált. Isk.)
k07;sz0805;124;201;42;32;411;690;Röppentyû utca 62. (Ady Endre Gimn.)
k07;sz0806;94;138;47;20;310;691;Röppentyû utca 62. (Ady Endre Gimn.)
k07;sz0807;184;369;71;33;676;1387;Üteg u. 30. (Pitypang Tagóvoda)
k07;sz0808;176;420;58;22;696;1086;Üteg u. 30. (Pitypang Tagóvoda)
k07;sz0809;190;317;46;24;600;885;Üteg u. 30. (Pitypang Tagóvoda)
k07;sz0810;218;325;60;52;677;1135;Üteg u. 30. (Pitypang Tagóvoda)
k07;sz0811;227;347;74;66;737;1062;Lomb utca 20. (PRIZMA Ált. Isk. és Óvoda)
k07;sz0812;143;288;53;19;522;762;Pap Károly utca 22/c (Idõsek Klubja)
k07;sz0813;242;365;54;34;712;945;Karikás F. utca 3. (Hunyadi Mátyás  Ált. Isk.)
k07;sz0814;170;269;43;11;521;683;Karikás F. utca 3. (Hunyadi Mátyás  Ált. Isk.)
k07;sz0815;204;323;35;27;637;829;Karikás F. utca 3. (Hunyadi Mátyás  Ált. Isk.)
k07;sz0816;218;359;53;37;692;1028;Karikás F. utca 3. (Hunyadi Mátyás  Ált. Isk.)
k07;sz0817;234;434;78;54;831;1177;Futár utca 18. (Eötvös József Ált. Isk.)
k11;sz0818;179;399;57;58;726;984;Futár utca 18. (Eötvös József Ált. Isk.)
k07;sz0819;184;430;98;76;815;1112;Futár utca 18. (Eötvös József Ált. Isk.)
k11;sz0820;155;281;56;52;571;805;Futár utca 18. (Eötvös József Ált. Isk.)
k11;sz0821;148;200;43;40;452;670;Jász utca 130. (Idõsek Klubja)
k11;sz0822;196;215;88;39;560;1293;Jász utca 130. (Idõsek Klubja)
k07;sz0823;144;282;45;26;517;703;Fiastyúk utca  47-49. (Hegedüs Géza  Ált. Isk.)
k07;sz0824;219;383;62;32;712;1062;Fiastyúk utca  47-49. (Hegedüs Géza  Ált. Isk.)
k07;sz0825;120;194;42;22;393;647;Fiastyúk utca  47-49. (Hegedüs Géza  Ált. Isk.)
k07;sz0826;139;242;34;26;454;681;Fiastyúk utca  47-49. (Hegedüs Géza  Ált. Isk.)
k07;sz0827;243;368;58;64;766;1105;Tomori u. 2. (Tomori Pál  Tagiskola)
k07;sz0828;142;223;51;23;453;701;Tomori u. 2. (Tomori Pál  Tagiskola)
k07;sz0829;171;210;54;32;486;733;Tomori u. 2. (Tomori Pál  Tagiskola)
k07;sz0830;180;314;73;34;619;822;Nõvér utca 15-17. (Németh László Gimn.)
k07;sz0831;117;215;44;27;423;673;Nõvér utca 15-17. (Németh László Gimn.)
k07;sz0832;162;386;51;34;656;867;Göncöl u. 28-30. (Háziorvosi Rendelõ)
k11;sz0833;200;322;67;43;654;987;Göncöl u. 28-30. (Háziorvosi Rendelõ)
k11;sz0834;125;281;67;37;534;760;Újpalotai út 14. (Idõsek Klubja)
k11;sz0835;277;416;81;61;859;1148;Nõvér utca 15-17. (Németh László Gimn.)
k11;sz0836;214;338;93;62;739;1091;Gyöngyösi sétány 7. (Szám.tech. Ált. Isk.)
k11;sz0837;180;206;48;24;477;785;Gyöngyösi sétány 7. (Szám.tech. Ált. Isk.)
k07;sz0838;182;254;41;51;550;928;Madarász V. utca 3. (Madarász Viktor Tagóvoda)
k11;sz0839;164;271;61;32;548;815;Gyöngyösi sétány 7. (Szám.tech. Ált. Isk.)
k11;sz0840;84;262;42;47;454;621;Futár utca 18. (Eötvös József Ált. Isk.)
k08;sz0841;219;300;63;48;665;908;Csáktornya park 1. (Munkácsy Mihály Ált.Iskola)
k08;sz0842;239;281;89;56;690;954;Csáktornya park 1. (Munkácsy Mihály Ált.Iskola)
k08;sz0843;242;233;66;73;648;873;Csáktornya park 1. (Munkácsy Mihály Ált.Iskola)
k08;sz0844;247;212;67;68;628;862;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u. 116-118)
k08;sz0845;265;303;46;74;719;916;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u. 116-118)
k08;sz0846;247;294;55;87;716;931;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u. 116-118)
k08;sz0847;212;204;66;52;561;873;Ungvár utca 36. (Zuglói Hajós Alfréd Ált.Iskola)
k08;sz0848;283;256;67;57;696;959;Ungvár utca 36. (Zuglói Hajós Alfréd Ált.Iskola)
k08;sz0849;216;259;87;58;640;896;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u. 116-118)
k08;sz0850;192;267;54;65;611;878;Ungvár utca 36. (Zuglói Hajós Alfréd Ált.Iskola)
k08;sz0851;187;251;58;56;577;836;Ungvár utca 24/A (Örökzöld Óvoda)
k08;sz0852;258;243;61;65;657;906;Ungvár utca 24/A (Örökzöld Óvoda)
k08;sz0853;228;205;56;59;568;882;Ungvár utca 36. (Zuglói Hajós Alfréd Ált.Iskola)
k08;sz0854;276;272;63;58;705;954;Erzsébet királyné útja 35-37.(Jókai Mór Ált.Isk.)
k08;sz0855;223;268;86;69;676;1001;Róna utca 177-181.(Bercsényi Miklós Kollégium)
k08;sz0856;234;248;39;51;595;770;Erzsébet királyné útja 35-37.(Jókai Mór Ált.Isk.)
k08;sz0857;243;257;61;67;661;906;Erzsébet királyné útja 35-37.(Jókai Mór Ált.Isk.)
k08;sz0858;224;266;48;56;628;890;Bácskai utca 17/A.(Ringató Bölcsõde)
k08;sz0859;268;239;59;52;655;939;Róna utca 177-181.(Bercsényi Miklós Kollégium)
k08;sz0860;264;225;52;81;647;871;Újvidék tér 3.(Arany János Ált.Isk.)
k08;sz0861;253;305;59;57;699;957;Erzsébet királyné útja 35-37.(Jókai Mór Ált.Isk.)
k08;sz0862;245;223;48;44;578;809;Hermina út 23.(Liszt Ferenc Ált.Isk.)
k08;sz0863;159;185;58;26;455;837;Hermina út 9-15.(Városligeti Ált.Isk.)
k08;sz0864;238;231;35;69;616;922;Ajtósi Dürer sor 15.(Szent István Gimnázium)
k08;sz0865;198;253;36;59;575;836;Ajtósi Dürer sor 15.(Szent István Gimnázium)
k08;sz0866;254;275;69;44;671;995;Ajtósi Dürer sor 15.(Szent István Gimnázium)
k08;sz0867;698;648;235;220;2135;2600;Stefánia út 55.(Polgárvédelmi Kiképzõ Bázis)
k08;sz0868;276;269;55;76;719;969;Ilosvai Selymes tér 21.(Tücsöktanya Óvoda)
k08;sz0869;220;272;54;72;662;887;Ilosvai Selymes tér 21.(Tücsöktanya Óvoda)
k08;sz0870;281;266;53;68;709;950;Kerékgyártó utca 35-39.(Kerékgyártó Óvoda)
k08;sz0871;225;217;70;53;603;887;Telepes utca 32.(Széchenyi István Ált.Isk.)
k08;sz0872;235;244;59;56;627;921;Telepes utca 32.(Széchenyi István Ált.Isk.)
k08;sz0873;229;261;89;68;668;887;Telepes utca 32.(Széchenyi István Ált.Isk.)
k08;sz0874;252;281;63;74;698;926;Czobor utca 89.(Bóbita Óvoda Ilosvai S.u.116-118)
k13;sz0875;176;207;59;60;517;733;Egressy út 182.(Hétszínvirág Óvoda)
k13;sz0876;162;223;48;42;497;656;Egressy út 182.(Hétszínvirág Óvoda)
k13;sz0877;287;323;39;46;714;959;Egressy út 178/G.(Bp-i Kommunikációs Fõiskola)
k08;sz0878;325;275;99;92;827;1217;Rózsavölgyi tér 4.(Rózsavár Óvoda)
k08;sz0879;310;349;86;81;866;1142;Rózsavölgyi tér 4.(Rózsavár Óvoda)
k08;sz0880;161;181;60;32;460;950;Pétervárad utca 11-17.(Házasságkötõ terem)
k08;sz0881;291;284;85;115;812;1188;Bölcsõde utca 1-3.(Micimackó Kuckója Bölcsõde)
k08;sz0882;191;162;92;48;529;954;Egressy út 69.(Herman Ottó Ált.Isk.)
k08;sz0883;238;308;61;107;742;989;Egressy út 69.(Herman Ottó Ált.Isk.)
k08;sz0884;181;268;70;52;586;841;Lengyel utca 21.(Cseperedõ Óvoda)
k08;sz0885;179;269;77;44;596;894;Lengyel utca 23.(Németh Imre Ált.Isk.)
k08;sz0886;256;275;71;43;672;902;Fráter György tér 12.(Csicsergõ Óvoda)
k08;sz0887;289;252;40;71;682;903;Újvidék sétány 2.(Napraforgó Óvoda)
k08;sz0888;241;273;73;53;665;890;Újvidék tér 3.(Arany János Ált.Isk.)
k08;sz0889;255;262;61;50;652;855;Újvidék tér 3.(Arany János Ált.Isk.)
k08;sz0890;221;247;68;83;657;1068;Õrnagy utca 5-7.(Csanádi Árpád KSI)
k08;sz0891;157;156;94;49;492;953;Õrnagy utca 11.(Meseház Óvoda)
k08;sz0892;231;249;63;45;605;869;Pillangó park 3-5.(Sylvester János Gimnázium)
k08;sz0893;211;210;61;52;561;800;Pillangó park 3-5.(Sylvester János Gimnázium)
k08;sz0894;201;249;65;61;619;978;Utász utca 23.(Csibe Bölcsõde)
k08;sz0895;265;262;50;71;673;1006;Stefánia út 55.(Polgári Védelmi Kiképzõbázis)
k08;sz0896;185;211;58;61;555;911;Egressy út 1/F.(Meseház Óvoda)
k08;sz0897;185;273;62;64;614;947;Egressy út 1/F.(Meseház Óvoda)
k08;sz0898;274;225;54;50;647;886;Utász utca 23.(Csibe Bölcsõde)
k08;sz0899;191;199;61;51;529;902;Õrnagy utca 5-7.(Csanádi Árpád KSI)
k13;sz0900;266;305;55;52;701;898;Egressy út 182.(Hétszínvirág Óvoda)
